,Zone,Lat,Lng
574,Midtown Center,42.7835541,-86.1113196
575,Midtown East,40.7540369,-73.9668408
576,Midtown North,40.7649516,-73.98510390000001
577,Midtown South,40.753823100000005,-73.9950023
578,Morningside Heights,40.8089564,-73.96243270000001
579,Mott Haven/Port Morris,40.809106799999995,-73.9228881
580,Mount Hope,40.622934,-81.78613299999999
581,Murray Hill,40.7478792,-73.9756567
582,Murray Hill-Queens,40.7665245,-73.8036752
583,Ocean Hill,33.1600272,-117.2644629
584,Park Slope,40.6681038,-73.9805817
585,Parkchester,40.83825220000001,-73.85660870000001
586,Penn Station/Madison Sq West,40.7483605,-73.9907657
587,Prospect-Lefferts Gardens,40.6590448,-73.9506774
588,Prospect Heights,40.6774196,-73.9668408
589,Queensboro Hill,40.767498700000004,-73.833079
590,Saint Albans,38.3793695,-81.8191658
591,Schuylerville/Edgewater Park,40.8224661,-73.8110122
592,Seaport,37.9378182,-121.3141291
593,SoHo,40.723301,-74.0029883
594,Soundview/Castle Hill,40.8271028,-73.84989250000001
595,South Jamaica,40.680859399999996,-73.7919103
596,Springfield Gardens North,40.6626441,-73.7683784
597,Springfield Gardens South,40.6626441,-73.7683784
598,Steinway,40.780043799999994,-73.8996985
599,Stuy Town/Peter Cooper Village,40.7316903,-73.97784940000001
600,Stuyvesant Heights,42.3880474,-73.775696
601,Sunset Park East,40.645532,-74.01238509999999
602,Sunset Park West,40.645532,-74.01238509999999
603,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
604,Times Sq/Theatre District,40.759011,-73.98447220000001
605,TriBeCa/Civic Center,40.716364899999995,-74.0123498
606,Two Bridges/Seward Park,40.7157874,-73.98920109999999
607,UN/Turtle Bay South,40.7488758,-73.96800909999999
608,Union Sq,40.7358633,-73.9910835
609,University Heights/Morris Heights,40.8523957,-73.9135172
610,Upper East Side South,40.7735649,-73.9565551
611,Upper West Side North,40.7870106,-73.9753676
612,Upper West Side South,40.7870106,-73.9753676
613,Van Cortlandt Village,40.8979346,-73.88595140000001
614,Washington Heights North,40.84170820000001,-73.9393554
615,Washington Heights South,40.84170820000001,-73.9393554
616,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
617,West Concourse,28.4246526,-81.4695163
618,West Village,40.735781,-74.0035709
619,Westchester Village/Unionport,40.833649,-73.85679909999999
620,Westerleigh,40.621215,-74.13180940000001
621,Williamsburg (North Side),40.7162857,-73.95838979999999
622,Williamsburg (South Side),40.71305,-73.957037
623,Windsor Terrace,40.6539346,-73.9756567
624,Woodside,40.7512123,-73.9036487
625,World Trade Center,40.712743100000004,-74.0133795
626,Yorkville West,41.641140899999996,-88.4472948
627,Bellerose,40.72437070000001,-73.7154014
628,Bensonhurst West,40.6112691,-73.9976946
629,Brooklyn Heights,40.6960105,-73.9932872
630,Bushwick North,40.6944282,-73.9212858
631,Bushwick South,40.6944282,-73.9212858
632,Canarsie,40.6402325,-73.90605790000001
633,Central Harlem North,40.8142585,-73.9426617
634,Central Park,40.782864700000005,-73.9653551
635,Charleston/Tottenville,40.5281967,-74.2355404
636,Claremont/Bathgate,40.841283399999995,-73.9001573
637,Clinton East,38.7651145,-76.8983059
638,Clinton Hill,40.6893665,-73.9639021
639,Clinton West,41.487875,-81.71094699999999
640,East Chelsea,42.3180919,-84.02050290000001
641,East New York,40.656831200000006,-73.88307009999998
642,East Village,40.7264773,-73.9815337
643,East Williamsburg,40.715876200000004,-73.9330429
644,Erasmus,35.8870112,-85.18496409999999
645,Financial District North,37.796667600000006,-122.40557709999999
646,Garment District,42.3658911,-71.09293659999999
647,Inwood,40.867714500000005,-73.92120190000001
648,JFK Airport,40.6413111,-73.77813909999999
649,Long Island City/Hunters Point,40.7480338,-73.9506774
650,Lower East Side,40.715033,-73.98427240000001
651,Midtown Center,42.7835541,-86.1113196
652,Midtown East,40.7540369,-73.9668408
653,Midtown North,40.7649516,-73.98510390000001
654,Midtown South,40.753823100000005,-73.9950023
655,Norwood,42.1943909,-71.19896949999999
656,Ridgewood,40.9792645,-74.11653129999999
657,Riverdale/North Riverdale/Fieldston,40.898057,-73.90140179999999
658,SoHo,40.723301,-74.0029883
659,Stuy Town/Peter Cooper Village,40.7316903,-73.97784940000001
660,Stuyvesant Heights,42.3880474,-73.775696
661,Sunset Park West,40.645532,-74.01238509999999
662,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
663,Times Sq/Theatre District,40.759011,-73.98447220000001
664,TriBeCa/Civic Center,40.716364899999995,-74.0123498
665,Union Sq,40.7358633,-73.9910835
666,Upper East Side South,40.7735649,-73.9565551
667,Upper West Side South,40.7870106,-73.9753676
668,Washington Heights North,40.84170820000001,-73.9393554
669,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
670,West Concourse,28.4246526,-81.4695163
671,West Farms/Bronx River,40.8430609,-73.8816001
672,West Village,40.735781,-74.0035709
673,Williamsburg (North Side),40.7162857,-73.95838979999999
674,Williamsburg (South Side),40.71305,-73.957037
675,Yorkville West,41.641140899999996,-88.4472948
676,Central Harlem,48.5351455,-108.79122179999999
677,Clinton East,38.7651145,-76.8983059
678,East Chelsea,42.3180919,-84.02050290000001
679,East Harlem North,40.7957399,-73.9389213
680,East Harlem South,40.7957399,-73.9389213
681,East Village,40.7264773,-73.9815337
682,Financial District North,37.796667600000006,-122.40557709999999
683,Gramercy,40.7367783,-73.98447220000001
684,Greenpoint,40.7245448,-73.9418603
685,JFK Airport,40.6413111,-73.77813909999999
686,Kips Bay,40.7423292,-73.9800645
687,Lenox Hill East,40.7662315,-73.96023120000001
688,Lenox Hill West,40.7662315,-73.96023120000001
689,Little Italy/NoLiTa,40.7205544,-73.996656
690,Lower East Side,40.715033,-73.98427240000001
691,Manhattan Valley,40.796989,-73.969707
692,Meatpacking/West Village West,40.7409865,-74.0076108
693,Midtown Center,42.7835541,-86.1113196
694,Midtown East,40.7540369,-73.9668408
695,Murray Hill,40.7478792,-73.9756567
696,Penn Station/Madison Sq West,40.7483605,-73.9907657
697,Times Sq/Theatre District,40.759011,-73.98447220000001
698,TriBeCa/Civic Center,40.716364899999995,-74.0123498
699,Union Sq,40.7358633,-73.9910835
700,Upper East Side North,40.7735649,-73.9565551
701,Upper East Side South,40.7735649,-73.9565551
702,Upper West Side South,40.7870106,-73.9753676
703,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
704,West Village,40.735781,-74.0035709
705,Williamsburg (South Side),40.71305,-73.957037
706,Yorkville East,40.770203,-73.95072990000001
707,Yorkville West,41.641140899999996,-88.4472948
708,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
709,Midwood,40.619062899999996,-73.9653715
710,Park Slope,40.6681038,-73.9805817
711,Prospect-Lefferts Gardens,40.6590448,-73.9506774
712,Astoria,40.764357399999994,-73.9234619
713,Bath Beach,40.60454910000001,-74.004306
714,Battery Park City,40.7115786,-74.0158441
715,Bay Ridge,40.6261638,-74.0329499
716,Bedford,42.4906231,-71.27600890000001
717,Bensonhurst East,40.6112691,-73.9976946
718,Bensonhurst West,40.6112691,-73.9976946
719,Bloomfield/Emerson Hill,42.60436370000001,-83.27561290000001
720,Brownsville,25.9017472,-97.4974838
721,Bushwick North,40.6944282,-73.9212858
722,Bushwick South,40.6944282,-73.9212858
723,Canarsie,40.6402325,-73.90605790000001
724,Central Harlem North,40.8142585,-73.9426617
725,Clinton East,38.7651145,-76.8983059
726,Clinton West,41.487875,-81.71094699999999
727,College Point,40.786395,-73.8389657
728,Country Club,37.6771779,-95.49220090000001
729,Crown Heights North,35.512170000000005,-97.52914
730,Crown Heights South,40.6681032,-73.94479940000001
731,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
732,DUMBO/Vinegar Hill,40.702754999999996,-73.98128840000001
733,Dyker Heights,40.6214932,-74.009584
734,East Chelsea,42.3180919,-84.02050290000001
735,East Concourse/Concourse Village,40.8461819,-73.9095033
736,East Flatbush/Remsen Village,40.6468201,-73.9133089
737,East Harlem North,40.7957399,-73.9389213
738,East Harlem South,40.7957399,-73.9389213
739,East New York,40.656831200000006,-73.88307009999998
740,East Village,40.7264773,-73.9815337
741,East Williamsburg,40.715876200000004,-73.9330429
742,Elmhurst/Maspeth,40.737975,-73.8801301
743,Financial District North,37.796667600000006,-122.40557709999999
744,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
745,Flatiron,40.741060499999996,-73.9896986
746,Flatlands,40.6268432,-73.9330429
747,Garment District,42.3658911,-71.09293659999999
748,Greenpoint,40.7245448,-73.9418603
749,Greenwich Village North,40.7335719,-74.0027418
750,Greenwich Village South,40.7335719,-74.0027418
751,Hollis,42.7425166,-71.5895344
752,Hunts Point,40.8120246,-73.8801301
753,Jackson Heights,40.7556818,-73.88307009999998
754,Jamaica,18.109581,-77.297508
755,JFK Airport,40.6413111,-73.77813909999999
756,Kew Gardens Hills,40.73849860000001,-73.81068540000001
757,Kips Bay,40.7423292,-73.9800645
758,Lenox Hill West,40.7662315,-73.96023120000001
759,Lincoln Square East,41.9257597,-87.6549782
760,Little Italy/NoLiTa,40.7205544,-73.996656
761,Lower East Side,40.715033,-73.98427240000001
762,Midtown Center,42.7835541,-86.1113196
763,Midtown East,40.7540369,-73.9668408
764,Midtown North,40.7649516,-73.98510390000001
765,Midtown South,40.753823100000005,-73.9950023
766,Midwood,40.619062899999996,-73.9653715
767,Mott Haven/Port Morris,40.809106799999995,-73.9228881
768,Murray Hill,40.7478792,-73.9756567
769,Ocean Hill,33.1600272,-117.2644629
770,Old Astoria,46.1519015,-123.8579416
771,Park Slope,40.6681038,-73.9805817
772,Penn Station/Madison Sq West,40.7483605,-73.9907657
773,Queens Village,40.7156628,-73.7419017
774,Rego Park,40.7255722,-73.8624893
775,Ridgewood,40.9792645,-74.11653129999999
776,Saint Albans,38.3793695,-81.8191658
777,Sheepshead Bay,40.5975847,-73.9536163
778,SoHo,40.723301,-74.0029883
779,Spuyten Duyvil/Kingsbridge,40.87941970000001,-73.9074286
780,Steinway,40.780043799999994,-73.8996985
781,Stuyvesant Heights,42.3880474,-73.775696
782,Sunnyside,36.732844,-119.7170466
783,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
784,Times Sq/Theatre District,40.759011,-73.98447220000001
785,TriBeCa/Civic Center,40.716364899999995,-74.0123498
786,UN/Turtle Bay South,40.7488758,-73.96800909999999
787,Union Sq,40.7358633,-73.9910835
788,Upper East Side North,40.7735649,-73.9565551
789,Upper East Side South,40.7735649,-73.9565551
790,Upper West Side South,40.7870106,-73.9753676
791,Van Cortlandt Park,40.8979346,-73.88595140000001
792,Van Cortlandt Village,40.8979346,-73.88595140000001
793,Van Nest/Morris Park,40.845044,-73.8598069
794,Washington Heights South,40.84170820000001,-73.9393554
795,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
796,West Village,40.735781,-74.0035709
797,Williamsbridge/Olinville,40.8774767,-73.8664402
798,Williamsburg (North Side),40.7162857,-73.95838979999999
799,Williamsburg (South Side),40.71305,-73.957037
800,Woodside,40.7512123,-73.9036487
801,World Trade Center,40.712743100000004,-74.0133795
802,Yorkville West,41.641140899999996,-88.4472948
803,Alphabet City,40.725842799999995,-73.9774916
804,Battery Park City,40.7115786,-74.0158441
805,Bedford,42.4906231,-71.27600890000001
806,Boerum Hill,40.6848689,-73.98447220000001
807,Brooklyn Heights,40.6960105,-73.9932872
808,Brownsville,25.9017472,-97.4974838
809,Bushwick North,40.6944282,-73.9212858
810,Bushwick South,40.6944282,-73.9212858
811,Canarsie,40.6402325,-73.90605790000001
812,Central Harlem,48.5351455,-108.79122179999999
813,Central Harlem North,40.8142585,-73.9426617
814,Chinatown,37.794137799999994,-122.40779140000001
815,Clinton East,38.7651145,-76.8983059
816,Clinton West,41.487875,-81.71094699999999
817,Crotona Park East,40.836637700000004,-73.89223879999999
818,Cypress Hills,40.683611799999994,-73.8801301
819,DUMBO/Vinegar Hill,40.702754999999996,-73.98128840000001
820,East Chelsea,42.3180919,-84.02050290000001
821,East Flatbush/Farragut,40.638525099999995,-73.9260253
822,East Harlem North,40.7957399,-73.9389213
823,East New York,40.656831200000006,-73.88307009999998
824,East Village,40.7264773,-73.9815337
825,East Williamsburg,40.715876200000004,-73.9330429
826,Erasmus,35.8870112,-85.18496409999999
827,Financial District North,37.796667600000006,-122.40557709999999
828,Financial District South,37.7911452,-122.39494679999999
829,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
830,Flatiron,40.741060499999996,-73.9896986
831,Fordham South,40.8620404,-73.8856987
832,Fort Greene,40.6920638,-73.9741874
833,Garment District,42.3658911,-71.09293659999999
834,Greenwich Village North,40.7335719,-74.0027418
835,Greenwich Village South,40.7335719,-74.0027418
836,Highbridge,40.8384699,-73.92716440000001
837,Inwood,40.867714500000005,-73.92120190000001
838,Jamaica,18.109581,-77.297508
839,JFK Airport,40.6413111,-73.77813909999999
840,Kips Bay,40.7423292,-73.9800645
841,Lenox Hill West,40.7662315,-73.96023120000001
842,Lincoln Square East,41.9257597,-87.6549782
843,Lincoln Square West,40.7733055,-73.98145840000001
844,Little Italy/NoLiTa,40.7205544,-73.996656
845,Long Island City/Hunters Point,40.7480338,-73.9506774
846,Lower East Side,40.715033,-73.98427240000001
847,Meatpacking/West Village West,40.7409865,-74.0076108
848,Melrose South,-32.8087635,138.1893045
849,Midtown Center,42.7835541,-86.1113196
850,Midtown East,40.7540369,-73.9668408
851,Midtown North,40.7649516,-73.98510390000001
852,Midtown South,40.753823100000005,-73.9950023
853,Morningside Heights,40.8089564,-73.96243270000001
854,Murray Hill,40.7478792,-73.9756567
855,Murray Hill-Queens,40.7665245,-73.8036752
856,Ocean Hill,33.1600272,-117.2644629
857,Ocean Parkway South,40.6130974,-73.9686455
858,Park Slope,40.6681038,-73.9805817
859,Penn Station/Madison Sq West,40.7483605,-73.9907657
860,Prospect Heights,40.6774196,-73.9668408
861,SoHo,40.723301,-74.0029883
862,Soundview/Castle Hill,40.8271028,-73.84989250000001
863,South Jamaica,40.680859399999996,-73.7919103
864,Stuyvesant Heights,42.3880474,-73.775696
865,Sunnyside,36.732844,-119.7170466
866,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
867,Times Sq/Theatre District,40.759011,-73.98447220000001
868,TriBeCa/Civic Center,40.716364899999995,-74.0123498
869,UN/Turtle Bay South,40.7488758,-73.96800909999999
870,Union Sq,40.7358633,-73.9910835
871,Upper East Side South,40.7735649,-73.9565551
872,Upper West Side South,40.7870106,-73.9753676
873,Washington Heights North,40.84170820000001,-73.9393554
874,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
875,West Concourse,28.4246526,-81.4695163
876,West Village,40.735781,-74.0035709
877,Williamsburg (North Side),40.7162857,-73.95838979999999
878,Williamsburg (South Side),40.71305,-73.957037
879,Windsor Terrace,40.6539346,-73.9756567
880,Woodlawn/Wakefield,40.895361,-73.862916
881,Woodside,40.7512123,-73.9036487
882,Astoria,40.764357399999994,-73.9234619
883,Bath Beach,40.60454910000001,-74.004306
884,Battery Park City,40.7115786,-74.0158441
885,Bedford,42.4906231,-71.27600890000001
886,Brighton Beach,40.578070600000004,-73.9596565
887,Brownsville,25.9017472,-97.4974838
888,Bushwick North,40.6944282,-73.9212858
889,Bushwick South,40.6944282,-73.9212858
890,Chinatown,37.794137799999994,-122.40779140000001
891,Clinton East,38.7651145,-76.8983059
892,East Flatbush/Farragut,40.638525099999995,-73.9260253
893,East Harlem North,40.7957399,-73.9389213
894,East Village,40.7264773,-73.9815337
895,East Williamsburg,40.715876200000004,-73.9330429
896,Elmhurst/Maspeth,40.737975,-73.8801301
897,Flatiron,40.741060499999996,-73.9896986
898,Flatlands,40.6268432,-73.9330429
899,Forest Hills,40.718106,-73.84484690000001
900,Fort Greene,40.6920638,-73.9741874
901,Garment District,42.3658911,-71.09293659999999
902,Greenpoint,40.7245448,-73.9418603
903,Greenwich Village South,40.7335719,-74.0027418
904,Hamilton Heights,40.8259597,-73.9496079
905,JFK Airport,40.6413111,-73.77813909999999
906,LaGuardia Airport,40.7769271,-73.87396590000002
907,Madison,43.07305170000001,-89.4012302
908,Marine Park/Mill Basin,40.6188928,-73.9246109
909,Midtown Center,42.7835541,-86.1113196
910,Midtown East,40.7540369,-73.9668408
911,Midtown North,40.7649516,-73.98510390000001
912,Midtown South,40.753823100000005,-73.9950023
913,Midwood,40.619062899999996,-73.9653715
914,Mott Haven/Port Morris,40.809106799999995,-73.9228881
915,Murray Hill,40.7478792,-73.9756567
916,Park Slope,40.6681038,-73.9805817
917,Richmond Hill,40.6958108,-73.8272029
918,Ridgewood,40.9792645,-74.11653129999999
919,Saint Albans,38.3793695,-81.8191658
920,South Ozone Park,40.6764003,-73.81249840000001
921,Steinway,40.780043799999994,-73.8996985
922,Times Sq/Theatre District,40.759011,-73.98447220000001
923,TriBeCa/Civic Center,40.716364899999995,-74.0123498
924,Union Sq,40.7358633,-73.9910835
925,Upper East Side South,40.7735649,-73.9565551
926,Upper West Side North,40.7870106,-73.9753676
927,Van Cortlandt Village,40.8979346,-73.88595140000001
928,Washington Heights North,40.84170820000001,-73.9393554
929,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
930,West Village,40.735781,-74.0035709
931,Williamsburg (North Side),40.7162857,-73.95838979999999
932,Williamsburg (South Side),40.71305,-73.957037
933,Woodside,40.7512123,-73.9036487
934,Astoria,40.764357399999994,-73.9234619
935,Battery Park City,40.7115786,-74.0158441
936,Bay Ridge,40.6261638,-74.0329499
937,Bedford,42.4906231,-71.27600890000001
938,Boerum Hill,40.6848689,-73.98447220000001
939,Brownsville,25.9017472,-97.4974838
940,Bushwick South,40.6944282,-73.9212858
941,Canarsie,40.6402325,-73.90605790000001
942,Central Harlem,48.5351455,-108.79122179999999
943,Clinton East,38.7651145,-76.8983059
944,Co-Op City,40.8738889,-73.8294444
945,Crown Heights North,35.512170000000005,-97.52914
946,Crown Heights South,40.6681032,-73.94479940000001
947,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
948,East Flatbush/Farragut,40.638525099999995,-73.9260253
949,East Village,40.7264773,-73.9815337
950,East Williamsburg,40.715876200000004,-73.9330429
951,Financial District North,37.796667600000006,-122.40557709999999
952,Financial District South,37.7911452,-122.39494679999999
953,Flatiron,40.741060499999996,-73.9896986
954,Forest Hills,40.718106,-73.84484690000001
955,Fort Greene,40.6920638,-73.9741874
956,Gramercy,40.7367783,-73.98447220000001
957,Greenwich Village North,40.7335719,-74.0027418
958,Greenwich Village South,40.7335719,-74.0027418
959,Inwood,40.867714500000005,-73.92120190000001
960,JFK Airport,40.6413111,-73.77813909999999
961,Kips Bay,40.7423292,-73.9800645
962,Lenox Hill East,40.7662315,-73.96023120000001
963,Lower East Side,40.715033,-73.98427240000001
964,Meatpacking/West Village West,40.7409865,-74.0076108
965,Midtown Center,42.7835541,-86.1113196
966,Midtown South,40.753823100000005,-73.9950023
967,Midwood,40.619062899999996,-73.9653715
968,Ocean Parkway South,40.6130974,-73.9686455
969,Prospect-Lefferts Gardens,40.6590448,-73.9506774
970,Prospect Heights,40.6774196,-73.9668408
971,Ridgewood,40.9792645,-74.11653129999999
972,Seaport,37.9378182,-121.3141291
973,SoHo,40.723301,-74.0029883
974,Steinway,40.780043799999994,-73.8996985
975,Sunnyside,36.732844,-119.7170466
976,Sunset Park East,40.645532,-74.01238509999999
977,Sunset Park West,40.645532,-74.01238509999999
978,Times Sq/Theatre District,40.759011,-73.98447220000001
979,Union Sq,40.7358633,-73.9910835
980,Upper East Side South,40.7735649,-73.9565551
981,Upper West Side South,40.7870106,-73.9753676
982,Washington Heights North,40.84170820000001,-73.9393554
983,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
984,West Village,40.735781,-74.0035709
985,Williamsburg (North Side),40.7162857,-73.95838979999999
986,World Trade Center,40.712743100000004,-74.0133795
987,Astoria,40.764357399999994,-73.9234619
988,Bedford,42.4906231,-71.27600890000001
989,Borough Park,40.6323009,-73.9888797
990,Briarwood/Jamaica Hills,40.714341,-73.802722
991,Brooklyn Navy Yard,40.7020737,-73.9708292
992,Brownsville,25.9017472,-97.4974838
993,Bushwick South,40.6944282,-73.9212858
994,Central Harlem,48.5351455,-108.79122179999999
995,Central Harlem North,40.8142585,-73.9426617
996,Chinatown,37.794137799999994,-122.40779140000001
997,Clinton East,38.7651145,-76.8983059
998,Clinton Hill,40.6893665,-73.9639021
999,Corona,33.8752935,-117.56643840000001
1000,Crown Heights North,35.512170000000005,-97.52914
1001,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
1002,East Concourse/Concourse Village,40.8461819,-73.9095033
1003,East Flatbush/Remsen Village,40.6468201,-73.9133089
1004,East New York,40.656831200000006,-73.88307009999998
1005,East Village,40.7264773,-73.9815337
1006,East Williamsburg,40.715876200000004,-73.9330429
1007,Financial District North,37.796667600000006,-122.40557709999999
1008,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1009,Flatiron,40.741060499999996,-73.9896986
1010,Forest Hills,40.718106,-73.84484690000001
1011,Fort Greene,40.6920638,-73.9741874
1012,Fresh Meadows,40.7335179,-73.78014470000001
1013,Garment District,42.3658911,-71.09293659999999
1014,Glendale,34.1425078,-118.255075
1015,Greenwich Village South,40.7335719,-74.0027418
1016,Hamilton Heights,40.8259597,-73.9496079
1017,Hillcrest/Pomonok,40.721283,-73.805584
1018,Jamaica,18.109581,-77.297508
1019,Jamaica Estates,40.7178539,-73.77426159999999
1020,JFK Airport,40.6413111,-73.77813909999999
1021,Kensington,39.025665100000005,-77.07636690000001
1022,Kips Bay,40.7423292,-73.9800645
1023,Lenox Hill East,40.7662315,-73.96023120000001
1024,Lenox Hill West,40.7662315,-73.96023120000001
1025,Lincoln Square East,41.9257597,-87.6549782
1026,Little Italy/NoLiTa,40.7205544,-73.996656
1027,Lower East Side,40.715033,-73.98427240000001
1028,Manhattan Beach,33.884736100000005,-118.41090890000001
1029,Midtown Center,42.7835541,-86.1113196
1030,Midtown East,40.7540369,-73.9668408
1031,Midtown South,40.753823100000005,-73.9950023
1032,Morningside Heights,40.8089564,-73.96243270000001
1033,Murray Hill,40.7478792,-73.9756567
1034,Park Slope,40.6681038,-73.9805817
1035,Prospect-Lefferts Gardens,40.6590448,-73.9506774
1036,Ridgewood,40.9792645,-74.11653129999999
1037,Schuylerville/Edgewater Park,40.8224661,-73.8110122
1038,SoHo,40.723301,-74.0029883
1039,South Williamsburg,40.70856920000001,-73.9701967
1040,Stuyvesant Heights,42.3880474,-73.775696
1041,Sunnyside,36.732844,-119.7170466
1042,Sunset Park East,40.645532,-74.01238509999999
1043,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
1044,Times Sq/Theatre District,40.759011,-73.98447220000001
1045,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1046,UN/Turtle Bay South,40.7488758,-73.96800909999999
1047,Union Sq,40.7358633,-73.9910835
1048,Upper East Side South,40.7735649,-73.9565551
1049,Upper West Side South,40.7870106,-73.9753676
1050,Washington Heights North,40.84170820000001,-73.9393554
1051,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1052,West Village,40.735781,-74.0035709
1053,Westchester Village/Unionport,40.833649,-73.85679909999999
1054,Williamsburg (North Side),40.7162857,-73.95838979999999
1055,Williamsburg (South Side),40.71305,-73.957037
1056,Windsor Terrace,40.6539346,-73.9756567
1057,Yorkville West,41.641140899999996,-88.4472948
1058,Astoria,40.764357399999994,-73.9234619
1059,Baisley Park,40.6737751,-73.786025
1060,Bay Ridge,40.6261638,-74.0329499
1061,Bayside,43.1805645,-87.9006421
1062,Bedford Park,41.7641723,-87.78125240000001
1063,Bensonhurst East,40.6112691,-73.9976946
1064,Boerum Hill,40.6848689,-73.98447220000001
1065,Bushwick South,40.6944282,-73.9212858
1066,Cambria Heights,40.692158,-73.7330753
1067,Canarsie,40.6402325,-73.90605790000001
1068,Central Harlem North,40.8142585,-73.9426617
1069,Central Park,40.782864700000005,-73.9653551
1070,Clinton East,38.7651145,-76.8983059
1071,Clinton Hill,40.6893665,-73.9639021
1072,Clinton West,41.487875,-81.71094699999999
1073,Co-Op City,40.8738889,-73.8294444
1074,Crown Heights North,35.512170000000005,-97.52914
1075,Crown Heights South,40.6681032,-73.94479940000001
1076,East Chelsea,42.3180919,-84.02050290000001
1077,East Flatbush/Remsen Village,40.6468201,-73.9133089
1078,East New York/Pennsylvania Avenue,40.6560923,-73.8886753
1079,East Village,40.7264773,-73.9815337
1080,East Williamsburg,40.715876200000004,-73.9330429
1081,Elmhurst,41.8994744,-87.9403418
1082,Elmhurst/Maspeth,40.737975,-73.8801301
1083,Financial District North,37.796667600000006,-122.40557709999999
1084,Flatbush/Ditmas Park,40.6409217,-73.96243270000001
1085,Flatiron,40.741060499999996,-73.9896986
1086,Flatlands,40.6268432,-73.9330429
1087,Flushing,40.767498700000004,-73.833079
1088,Garment District,42.3658911,-71.09293659999999
1089,Gramercy,40.7367783,-73.98447220000001
1090,Greenpoint,40.7245448,-73.9418603
1091,Greenwich Village North,40.7335719,-74.0027418
1092,Greenwich Village South,40.7335719,-74.0027418
1093,Hamilton Heights,40.8259597,-73.9496079
1094,Highbridge,40.8384699,-73.92716440000001
1095,Hillcrest/Pomonok,40.721283,-73.805584
1096,Homecrest,46.431465,-95.131433
1097,JFK Airport,40.6413111,-73.77813909999999
1098,Kew Gardens Hills,40.73849860000001,-73.81068540000001
1099,Kingsbridge Heights,40.872321899999996,-73.9006916
1100,Kips Bay,40.7423292,-73.9800645
1101,LaGuardia Airport,40.7769271,-73.87396590000002
1102,Lenox Hill East,40.7662315,-73.96023120000001
1103,Little Italy/NoLiTa,40.7205544,-73.996656
1104,Lower East Side,40.715033,-73.98427240000001
1105,Manhattan Valley,40.796989,-73.969707
1106,Marine Park/Mill Basin,40.6188928,-73.9246109
1107,Meatpacking/West Village West,40.7409865,-74.0076108
1108,Midtown Center,42.7835541,-86.1113196
1109,Midtown East,40.7540369,-73.9668408
1110,Midtown North,40.7649516,-73.98510390000001
1111,Midtown South,40.753823100000005,-73.9950023
1112,Mott Haven/Port Morris,40.809106799999995,-73.9228881
1113,Mount Hope,40.622934,-81.78613299999999
1114,Murray Hill,40.7478792,-73.9756567
1115,Park Slope,40.6681038,-73.9805817
1116,Penn Station/Madison Sq West,40.7483605,-73.9907657
1117,Prospect Heights,40.6774196,-73.9668408
1118,Queens Village,40.7156628,-73.7419017
1119,Rego Park,40.7255722,-73.8624893
1120,Richmond Hill,40.6958108,-73.8272029
1121,SoHo,40.723301,-74.0029883
1122,Soundview/Castle Hill,40.8271028,-73.84989250000001
1123,South Jamaica,40.680859399999996,-73.7919103
1124,Steinway,40.780043799999994,-73.8996985
1125,Stuyvesant Heights,42.3880474,-73.775696
1126,Sunset Park West,40.645532,-74.01238509999999
1127,Sutton Place/Turtle Bay North,40.757105700000004,-73.96711020000001
1128,Times Sq/Theatre District,40.759011,-73.98447220000001
1129,TriBeCa/Civic Center,40.716364899999995,-74.0123498
1130,Union Sq,40.7358633,-73.9910835
1131,Upper East Side South,40.7735649,-73.9565551
1132,Upper West Side South,40.7870106,-73.9753676
1133,West Chelsea/Hudson Yards,40.752559000000005,-74.002736
1134,West Village,40.735781,-74.0035709
1135,Williamsburg (North Side),40.7162857,-73.95838979999999
1136,Williamsburg (South Side),40.71305,-73.957037
1137,Windsor Terrace,40.6539346,-73.9756567
1138,Woodhaven,42.1389839,-83.2417994
1139,Astoria,40.764357399999994,-73.9234619
1140,Bloomingdale,41.957528499999995,-88.0809036
1141,Central Harlem,48.5351455,-108.79122179999999
1142,Clinton East,38.7651145,-76.8983059
1143,College Point,40.786395,-73.8389657
1144,Crotona Park East,40.836637700000004,-73.89223879999999
1145,Downtown Brooklyn/MetroTech,40.6931322,-73.986496
