,ride,VenID,PUID,PUhour,tot_rides,Borough,service_zone
0,FTD,B00029,3.0,10,4,Bronx,Boro Zone
1,FTD,B00029,3.0,11,2,Bronx,Boro Zone
2,FTD,B00029,3.0,12,1,Bronx,Boro Zone
3,FTD,B00029,3.0,13,5,Bronx,Boro Zone
4,FTD,B00029,3.0,14,8,Bronx,Boro Zone
5,FTD,B00029,3.0,2,1,Bronx,Boro Zone
6,FTD,B00029,3.0,5,2,Bronx,Boro Zone
7,FTD,B00029,3.0,6,1,Bronx,Boro Zone
8,FTD,B00029,3.0,7,6,Bronx,Boro Zone
9,FTD,B00029,3.0,8,7,Bronx,Boro Zone
10,FTD,B00029,3.0,9,4,Bronx,Boro Zone
11,FTD,B00029,32.0,1,1,Bronx,Boro Zone
12,FTD,B00029,32.0,9,2,Bronx,Boro Zone
13,FTD,B00029,51.0,10,6,Bronx,Boro Zone
14,FTD,B00029,51.0,11,8,Bronx,Boro Zone
15,FTD,B00029,51.0,12,2,Bronx,Boro Zone
16,FTD,B00029,51.0,13,2,Bronx,Boro Zone
17,FTD,B00029,51.0,14,4,Bronx,Boro Zone
18,FTD,B00029,51.0,4,3,Bronx,Boro Zone
19,FTD,B00029,51.0,5,1,Bronx,Boro Zone
20,FTD,B00029,51.0,6,1,Bronx,Boro Zone
21,FTD,B00029,51.0,7,5,Bronx,Boro Zone
22,FTD,B00029,51.0,8,7,Bronx,Boro Zone
23,FTD,B00029,51.0,9,2,Bronx,Boro Zone
24,FTD,B00029,81.0,0,1,Bronx,Boro Zone
25,FTD,B00029,81.0,1,2,Bronx,Boro Zone
26,FTD,B00029,81.0,10,2,Bronx,Boro Zone
27,FTD,B00029,81.0,11,1,Bronx,Boro Zone
28,FTD,B00029,81.0,12,6,Bronx,Boro Zone
29,FTD,B00029,81.0,13,5,Bronx,Boro Zone
30,FTD,B00029,81.0,14,5,Bronx,Boro Zone
31,FTD,B00029,81.0,4,1,Bronx,Boro Zone
32,FTD,B00029,81.0,5,4,Bronx,Boro Zone
33,FTD,B00029,81.0,6,12,Bronx,Boro Zone
34,FTD,B00029,81.0,7,11,Bronx,Boro Zone
35,FTD,B00029,81.0,8,9,Bronx,Boro Zone
36,FTD,B00029,81.0,9,9,Bronx,Boro Zone
37,FTD,B00029,185.0,0,1,Bronx,Boro Zone
38,FTD,B00029,185.0,11,1,Bronx,Boro Zone
39,FTD,B00029,185.0,12,1,Bronx,Boro Zone
40,FTD,B00029,185.0,13,1,Bronx,Boro Zone
41,FTD,B00029,185.0,7,1,Bronx,Boro Zone
42,FTD,B00029,185.0,9,1,Bronx,Boro Zone
43,FTD,B00029,242.0,12,1,Bronx,Boro Zone
44,FTD,B00029,242.0,13,1,Bronx,Boro Zone
45,FTD,B00029,242.0,14,1,Bronx,Boro Zone
46,FTD,B00029,242.0,7,1,Bronx,Boro Zone
47,FTD,B00029,254.0,11,5,Bronx,Boro Zone
48,FTD,B00029,254.0,12,1,Bronx,Boro Zone
49,FTD,B00029,254.0,13,1,Bronx,Boro Zone
50,FTD,B00029,254.0,5,1,Bronx,Boro Zone
51,FTD,B00029,254.0,6,5,Bronx,Boro Zone
52,FTD,B00029,254.0,7,4,Bronx,Boro Zone
53,FTD,B00029,254.0,8,3,Bronx,Boro Zone
54,FTD,B00029,254.0,9,2,Bronx,Boro Zone
55,FTD,B00029,259.0,10,1,Bronx,Boro Zone
56,FTD,B00029,259.0,14,1,Bronx,Boro Zone
57,FTD,B00029,259.0,8,1,Bronx,Boro Zone
58,FTD,B00029,265.0,1,1,Unknown,
59,FTD,B00151 ,55.0,10,1,Brooklyn,Boro Zone
60,FTD,B00151 ,55.0,12,1,Brooklyn,Boro Zone
61,FTD,B00151 ,55.0,14,1,Brooklyn,Boro Zone
62,FTD,B00151 ,61.0,12,1,Brooklyn,Boro Zone
63,FTD,B00151 ,62.0,11,1,Brooklyn,Boro Zone
64,FTD,B00151 ,91.0,14,1,Brooklyn,Boro Zone
65,FTD,B00151 ,165.0,13,1,Brooklyn,Boro Zone
66,FTD,B00151 ,177.0,14,1,Brooklyn,Boro Zone
67,FTD,B00151 ,188.0,14,1,Brooklyn,Boro Zone
68,FTD,B00151 ,189.0,12,1,Brooklyn,Boro Zone
69,FTD,B00151 ,210.0,9,1,Brooklyn,Boro Zone
70,FTD,B00290,4.0,11,1,Manhattan,Yellow Zone
71,FTD,B00290,16.0,8,1,Queens,Boro Zone
72,FTD,B00290,56.0,0,1,Queens,Boro Zone
73,FTD,B00290,56.0,10,1,Queens,Boro Zone
74,FTD,B00290,56.0,12,1,Queens,Boro Zone
75,FTD,B00290,56.0,8,1,Queens,Boro Zone
76,FTD,B00290,56.0,9,3,Queens,Boro Zone
77,FTD,B00290,57.0,7,1,Queens,Boro Zone
78,FTD,B00290,70.0,2,1,Queens,Boro Zone
79,FTD,B00290,70.0,6,1,Queens,Boro Zone
80,FTD,B00290,70.0,7,1,Queens,Boro Zone
81,FTD,B00290,82.0,1,1,Queens,Boro Zone
82,FTD,B00290,82.0,13,1,Queens,Boro Zone
83,FTD,B00290,82.0,14,1,Queens,Boro Zone
84,FTD,B00290,82.0,8,1,Queens,Boro Zone
85,FTD,B00290,95.0,13,2,Queens,Boro Zone
86,FTD,B00290,129.0,11,2,Queens,Boro Zone
87,FTD,B00290,129.0,13,1,Queens,Boro Zone
88,FTD,B00290,129.0,5,2,Queens,Boro Zone
89,FTD,B00290,129.0,8,1,Queens,Boro Zone
90,FTD,B00290,134.0,10,1,Queens,Boro Zone
91,FTD,B00290,173.0,1,1,Queens,Boro Zone
92,FTD,B00290,173.0,10,1,Queens,Boro Zone
93,FTD,B00290,173.0,12,1,Queens,Boro Zone
94,FTD,B00290,173.0,14,1,Queens,Boro Zone
95,FTD,B00290,173.0,2,2,Queens,Boro Zone
96,FTD,B00290,173.0,3,2,Queens,Boro Zone
97,FTD,B00290,173.0,4,1,Queens,Boro Zone
98,FTD,B00290,173.0,5,1,Queens,Boro Zone
99,FTD,B00290,173.0,7,2,Queens,Boro Zone
100,FTD,B00290,173.0,8,1,Queens,Boro Zone
101,FTD,B00290,196.0,0,1,Queens,Boro Zone
102,FTD,B00290,196.0,11,2,Queens,Boro Zone
103,FTD,B00290,196.0,12,1,Queens,Boro Zone
104,FTD,B00290,260.0,12,1,Queens,Boro Zone
105,FTD,B00325,21.0,11,1,Brooklyn,Boro Zone
106,FTD,B00325,70.0,10,1,Queens,Boro Zone
107,FTD,B00325,70.0,11,2,Queens,Boro Zone
108,FTD,B00325,70.0,6,2,Queens,Boro Zone
109,FTD,B00325,70.0,7,2,Queens,Boro Zone
110,FTD,B00325,70.0,8,4,Queens,Boro Zone
111,FTD,B00325,129.0,11,1,Queens,Boro Zone
112,FTD,B00325,223.0,12,1,Queens,Boro Zone
113,FTD,B00325,223.0,4,1,Queens,Boro Zone
114,FTD,B00445,265.0,0,8,Unknown,
115,FTD,B00445,265.0,1,1,Unknown,
116,FTD,B00445,265.0,10,23,Unknown,
117,FTD,B00445,265.0,11,31,Unknown,
118,FTD,B00445,265.0,12,26,Unknown,
119,FTD,B00445,265.0,13,28,Unknown,
120,FTD,B00445,265.0,14,40,Unknown,
121,FTD,B00445,265.0,2,2,Unknown,
122,FTD,B00445,265.0,3,4,Unknown,
123,FTD,B00445,265.0,4,6,Unknown,
124,FTD,B00445,265.0,5,8,Unknown,
125,FTD,B00445,265.0,6,13,Unknown,
126,FTD,B00445,265.0,7,12,Unknown,
127,FTD,B00445,265.0,8,21,Unknown,
128,FTD,B00445,265.0,9,24,Unknown,
129,FTD,B00559 ,11.0,11,1,Brooklyn,Boro Zone
130,FTD,B00559 ,11.0,12,1,Brooklyn,Boro Zone
131,FTD,B00559 ,11.0,13,2,Brooklyn,Boro Zone
132,FTD,B00559 ,11.0,14,1,Brooklyn,Boro Zone
133,FTD,B00559 ,11.0,8,1,Brooklyn,Boro Zone
134,FTD,B00559 ,11.0,9,2,Brooklyn,Boro Zone
135,FTD,B00559 ,14.0,11,1,Brooklyn,Boro Zone
136,FTD,B00559 ,14.0,13,1,Brooklyn,Boro Zone
137,FTD,B00559 ,14.0,8,1,Brooklyn,Boro Zone
138,FTD,B00559 ,14.0,9,1,Brooklyn,Boro Zone
139,FTD,B00559 ,17.0,6,1,Brooklyn,Boro Zone
140,FTD,B00559 ,17.0,8,1,Brooklyn,Boro Zone
141,FTD,B00559 ,17.0,9,1,Brooklyn,Boro Zone
142,FTD,B00559 ,21.0,10,2,Brooklyn,Boro Zone
143,FTD,B00559 ,21.0,14,1,Brooklyn,Boro Zone
144,FTD,B00559 ,22.0,11,1,Brooklyn,Boro Zone
145,FTD,B00559 ,22.0,13,2,Brooklyn,Boro Zone
146,FTD,B00559 ,22.0,7,2,Brooklyn,Boro Zone
147,FTD,B00559 ,26.0,10,3,Brooklyn,Boro Zone
148,FTD,B00559 ,26.0,12,2,Brooklyn,Boro Zone
149,FTD,B00559 ,26.0,8,2,Brooklyn,Boro Zone
150,FTD,B00559 ,28.0,7,1,Queens,Boro Zone
151,FTD,B00559 ,29.0,10,2,Brooklyn,Boro Zone
152,FTD,B00559 ,29.0,11,1,Brooklyn,Boro Zone
153,FTD,B00559 ,29.0,12,3,Brooklyn,Boro Zone
154,FTD,B00559 ,29.0,13,4,Brooklyn,Boro Zone
155,FTD,B00559 ,29.0,14,1,Brooklyn,Boro Zone
156,FTD,B00559 ,29.0,8,1,Brooklyn,Boro Zone
157,FTD,B00559 ,29.0,9,1,Brooklyn,Boro Zone
158,FTD,B00559 ,33.0,11,1,Brooklyn,Boro Zone
159,FTD,B00559 ,33.0,12,1,Brooklyn,Boro Zone
160,FTD,B00559 ,33.0,14,1,Brooklyn,Boro Zone
161,FTD,B00559 ,33.0,8,1,Brooklyn,Boro Zone
162,FTD,B00559 ,35.0,10,1,Brooklyn,Boro Zone
163,FTD,B00559 ,35.0,11,1,Brooklyn,Boro Zone
164,FTD,B00559 ,35.0,13,1,Brooklyn,Boro Zone
165,FTD,B00559 ,35.0,7,1,Brooklyn,Boro Zone
166,FTD,B00559 ,35.0,8,1,Brooklyn,Boro Zone
167,FTD,B00559 ,35.0,9,3,Brooklyn,Boro Zone
168,FTD,B00559 ,37.0,10,1,Brooklyn,Boro Zone
169,FTD,B00559 ,37.0,12,2,Brooklyn,Boro Zone
170,FTD,B00559 ,37.0,8,1,Brooklyn,Boro Zone
171,FTD,B00559 ,39.0,10,2,Brooklyn,Boro Zone
172,FTD,B00559 ,39.0,11,1,Brooklyn,Boro Zone
173,FTD,B00559 ,39.0,12,1,Brooklyn,Boro Zone
174,FTD,B00559 ,39.0,7,1,Brooklyn,Boro Zone
175,FTD,B00559 ,39.0,8,2,Brooklyn,Boro Zone
176,FTD,B00559 ,39.0,9,2,Brooklyn,Boro Zone
177,FTD,B00559 ,49.0,8,1,Brooklyn,Boro Zone
178,FTD,B00559 ,55.0,11,1,Brooklyn,Boro Zone
179,FTD,B00559 ,55.0,13,2,Brooklyn,Boro Zone
180,FTD,B00559 ,55.0,7,6,Brooklyn,Boro Zone
181,FTD,B00559 ,55.0,8,2,Brooklyn,Boro Zone
182,FTD,B00559 ,55.0,9,2,Brooklyn,Boro Zone
183,FTD,B00559 ,61.0,10,3,Brooklyn,Boro Zone
184,FTD,B00559 ,61.0,11,3,Brooklyn,Boro Zone
185,FTD,B00559 ,61.0,12,1,Brooklyn,Boro Zone
186,FTD,B00559 ,61.0,13,3,Brooklyn,Boro Zone
187,FTD,B00559 ,61.0,7,2,Brooklyn,Boro Zone
188,FTD,B00559 ,61.0,9,2,Brooklyn,Boro Zone
189,FTD,B00559 ,62.0,10,1,Brooklyn,Boro Zone
190,FTD,B00559 ,62.0,12,1,Brooklyn,Boro Zone
191,FTD,B00559 ,62.0,8,1,Brooklyn,Boro Zone
192,FTD,B00559 ,62.0,9,1,Brooklyn,Boro Zone
193,FTD,B00559 ,63.0,8,1,Brooklyn,Boro Zone
194,FTD,B00559 ,65.0,12,1,Brooklyn,Boro Zone
195,FTD,B00559 ,71.0,12,1,Brooklyn,Boro Zone
196,FTD,B00559 ,71.0,7,1,Brooklyn,Boro Zone
197,FTD,B00559 ,71.0,8,1,Brooklyn,Boro Zone
198,FTD,B00559 ,71.0,9,1,Brooklyn,Boro Zone
199,FTD,B00559 ,72.0,10,2,Brooklyn,Boro Zone
200,FTD,B00559 ,72.0,12,1,Brooklyn,Boro Zone
201,FTD,B00559 ,72.0,8,2,Brooklyn,Boro Zone
202,FTD,B00559 ,72.0,9,3,Brooklyn,Boro Zone
203,FTD,B00559 ,76.0,10,1,Brooklyn,Boro Zone
204,FTD,B00559 ,76.0,12,1,Brooklyn,Boro Zone
205,FTD,B00559 ,76.0,13,1,Brooklyn,Boro Zone
206,FTD,B00559 ,76.0,7,4,Brooklyn,Boro Zone
207,FTD,B00559 ,76.0,8,4,Brooklyn,Boro Zone
208,FTD,B00559 ,76.0,9,2,Brooklyn,Boro Zone
209,FTD,B00559 ,77.0,10,1,Brooklyn,Boro Zone
210,FTD,B00559 ,77.0,11,1,Brooklyn,Boro Zone
211,FTD,B00559 ,77.0,9,2,Brooklyn,Boro Zone
212,FTD,B00559 ,79.0,11,1,Manhattan,Yellow Zone
213,FTD,B00559 ,82.0,11,1,Queens,Boro Zone
214,FTD,B00559 ,85.0,11,1,Brooklyn,Boro Zone
215,FTD,B00559 ,86.0,12,1,Queens,Boro Zone
216,FTD,B00559 ,89.0,10,2,Brooklyn,Boro Zone
217,FTD,B00559 ,89.0,12,2,Brooklyn,Boro Zone
218,FTD,B00559 ,89.0,13,1,Brooklyn,Boro Zone
219,FTD,B00559 ,89.0,14,3,Brooklyn,Boro Zone
220,FTD,B00559 ,89.0,8,2,Brooklyn,Boro Zone
221,FTD,B00559 ,91.0,10,1,Brooklyn,Boro Zone
222,FTD,B00559 ,91.0,11,1,Brooklyn,Boro Zone
223,FTD,B00559 ,91.0,7,1,Brooklyn,Boro Zone
224,FTD,B00559 ,91.0,8,2,Brooklyn,Boro Zone
225,FTD,B00559 ,95.0,11,1,Queens,Boro Zone
226,FTD,B00559 ,95.0,14,1,Queens,Boro Zone
227,FTD,B00559 ,97.0,11,1,Brooklyn,Boro Zone
228,FTD,B00559 ,97.0,12,3,Brooklyn,Boro Zone
229,FTD,B00559 ,97.0,13,1,Brooklyn,Boro Zone
230,FTD,B00559 ,107.0,11,1,Manhattan,Yellow Zone
231,FTD,B00559 ,108.0,10,1,Brooklyn,Boro Zone
232,FTD,B00559 ,108.0,12,1,Brooklyn,Boro Zone
233,FTD,B00559 ,108.0,14,1,Brooklyn,Boro Zone
234,FTD,B00559 ,108.0,8,1,Brooklyn,Boro Zone
235,FTD,B00559 ,108.0,9,1,Brooklyn,Boro Zone
236,FTD,B00559 ,123.0,10,1,Brooklyn,Boro Zone
237,FTD,B00559 ,123.0,11,2,Brooklyn,Boro Zone
238,FTD,B00559 ,123.0,14,2,Brooklyn,Boro Zone
239,FTD,B00559 ,134.0,12,1,Queens,Boro Zone
240,FTD,B00559 ,137.0,10,1,Manhattan,Yellow Zone
241,FTD,B00559 ,137.0,11,1,Manhattan,Yellow Zone
242,FTD,B00559 ,137.0,6,1,Manhattan,Yellow Zone
243,FTD,B00559 ,140.0,14,2,Manhattan,Yellow Zone
244,FTD,B00559 ,149.0,10,1,Brooklyn,Boro Zone
245,FTD,B00559 ,149.0,11,1,Brooklyn,Boro Zone
246,FTD,B00559 ,149.0,12,1,Brooklyn,Boro Zone
247,FTD,B00559 ,149.0,13,2,Brooklyn,Boro Zone
248,FTD,B00559 ,149.0,14,1,Brooklyn,Boro Zone
249,FTD,B00559 ,149.0,9,2,Brooklyn,Boro Zone
250,FTD,B00559 ,155.0,10,2,Brooklyn,Boro Zone
251,FTD,B00559 ,155.0,11,2,Brooklyn,Boro Zone
252,FTD,B00559 ,155.0,13,1,Brooklyn,Boro Zone
253,FTD,B00559 ,155.0,7,1,Brooklyn,Boro Zone
254,FTD,B00559 ,162.0,11,1,Manhattan,Yellow Zone
255,FTD,B00559 ,165.0,10,1,Brooklyn,Boro Zone
256,FTD,B00559 ,165.0,11,1,Brooklyn,Boro Zone
257,FTD,B00559 ,165.0,12,2,Brooklyn,Boro Zone
258,FTD,B00559 ,165.0,13,2,Brooklyn,Boro Zone
259,FTD,B00559 ,165.0,14,1,Brooklyn,Boro Zone
260,FTD,B00559 ,165.0,8,1,Brooklyn,Boro Zone
261,FTD,B00559 ,165.0,9,2,Brooklyn,Boro Zone
262,FTD,B00559 ,166.0,12,1,Manhattan,Boro Zone
263,FTD,B00559 ,170.0,10,1,Manhattan,Yellow Zone
264,FTD,B00559 ,177.0,10,1,Brooklyn,Boro Zone
265,FTD,B00559 ,177.0,8,1,Brooklyn,Boro Zone
266,FTD,B00559 ,180.0,12,1,Queens,Boro Zone
267,FTD,B00559 ,181.0,10,2,Brooklyn,Boro Zone
268,FTD,B00559 ,181.0,11,1,Brooklyn,Boro Zone
269,FTD,B00559 ,181.0,13,3,Brooklyn,Boro Zone
270,FTD,B00559 ,181.0,14,1,Brooklyn,Boro Zone
271,FTD,B00559 ,188.0,10,2,Brooklyn,Boro Zone
272,FTD,B00559 ,188.0,11,1,Brooklyn,Boro Zone
273,FTD,B00559 ,188.0,13,2,Brooklyn,Boro Zone
274,FTD,B00559 ,188.0,14,1,Brooklyn,Boro Zone
275,FTD,B00559 ,188.0,8,1,Brooklyn,Boro Zone
276,FTD,B00559 ,188.0,9,1,Brooklyn,Boro Zone
277,FTD,B00559 ,189.0,10,1,Brooklyn,Boro Zone
278,FTD,B00559 ,189.0,13,1,Brooklyn,Boro Zone
279,FTD,B00559 ,189.0,8,1,Brooklyn,Boro Zone
280,FTD,B00559 ,189.0,9,1,Brooklyn,Boro Zone
281,FTD,B00559 ,191.0,12,1,Queens,Boro Zone
282,FTD,B00559 ,195.0,9,1,Brooklyn,Boro Zone
283,FTD,B00559 ,197.0,10,1,Queens,Boro Zone
284,FTD,B00559 ,197.0,14,1,Queens,Boro Zone
285,FTD,B00559 ,210.0,10,1,Brooklyn,Boro Zone
286,FTD,B00559 ,210.0,11,4,Brooklyn,Boro Zone
287,FTD,B00559 ,210.0,13,1,Brooklyn,Boro Zone
288,FTD,B00559 ,210.0,6,1,Brooklyn,Boro Zone
289,FTD,B00559 ,210.0,7,1,Brooklyn,Boro Zone
290,FTD,B00559 ,218.0,8,1,Queens,Boro Zone
291,FTD,B00559 ,222.0,11,1,Brooklyn,Boro Zone
292,FTD,B00559 ,222.0,13,1,Brooklyn,Boro Zone
293,FTD,B00559 ,222.0,14,1,Brooklyn,Boro Zone
294,FTD,B00559 ,222.0,8,2,Brooklyn,Boro Zone
295,FTD,B00559 ,222.0,9,2,Brooklyn,Boro Zone
296,FTD,B00559 ,225.0,11,1,Brooklyn,Boro Zone
297,FTD,B00559 ,225.0,13,1,Brooklyn,Boro Zone
298,FTD,B00559 ,225.0,8,2,Brooklyn,Boro Zone
299,FTD,B00559 ,225.0,9,2,Brooklyn,Boro Zone
300,FTD,B00559 ,228.0,11,1,Brooklyn,Boro Zone
301,FTD,B00559 ,228.0,12,1,Brooklyn,Boro Zone
302,FTD,B00559 ,256.0,10,1,Brooklyn,Boro Zone
303,FTD,B00559 ,257.0,11,1,Brooklyn,Boro Zone
304,FTD,B00559 ,265.0,11,1,Unknown,
305,FTD,B00559 ,265.0,12,1,Unknown,
306,FTD,B00559 ,265.0,4,1,Unknown,
307,FTD,B00559 ,265.0,5,1,Unknown,
308,FTD,B00652,35.0,11,2,Brooklyn,Boro Zone
309,FTD,B00652,35.0,8,1,Brooklyn,Boro Zone
310,FTD,B00652,35.0,9,2,Brooklyn,Boro Zone
311,FTD,B00652,37.0,2,1,Brooklyn,Boro Zone
312,FTD,B00652,39.0,11,1,Brooklyn,Boro Zone
313,FTD,B00652,61.0,0,1,Brooklyn,Boro Zone
314,FTD,B00652,61.0,1,1,Brooklyn,Boro Zone
315,FTD,B00652,61.0,10,7,Brooklyn,Boro Zone
316,FTD,B00652,61.0,11,2,Brooklyn,Boro Zone
317,FTD,B00652,61.0,12,4,Brooklyn,Boro Zone
318,FTD,B00652,61.0,13,3,Brooklyn,Boro Zone
319,FTD,B00652,61.0,14,6,Brooklyn,Boro Zone
320,FTD,B00652,61.0,2,1,Brooklyn,Boro Zone
321,FTD,B00652,61.0,5,1,Brooklyn,Boro Zone
322,FTD,B00652,61.0,6,4,Brooklyn,Boro Zone
323,FTD,B00652,61.0,7,5,Brooklyn,Boro Zone
324,FTD,B00652,61.0,8,7,Brooklyn,Boro Zone
325,FTD,B00652,61.0,9,6,Brooklyn,Boro Zone
326,FTD,B00652,62.0,1,1,Brooklyn,Boro Zone
327,FTD,B00652,62.0,10,1,Brooklyn,Boro Zone
328,FTD,B00652,62.0,11,2,Brooklyn,Boro Zone
329,FTD,B00652,62.0,13,2,Brooklyn,Boro Zone
330,FTD,B00652,62.0,2,1,Brooklyn,Boro Zone
331,FTD,B00652,62.0,6,1,Brooklyn,Boro Zone
332,FTD,B00652,62.0,7,2,Brooklyn,Boro Zone
333,FTD,B00652,62.0,8,1,Brooklyn,Boro Zone
334,FTD,B00652,62.0,9,1,Brooklyn,Boro Zone
335,FTD,B00652,71.0,13,1,Brooklyn,Boro Zone
336,FTD,B00652,71.0,14,1,Brooklyn,Boro Zone
337,FTD,B00652,72.0,10,3,Brooklyn,Boro Zone
338,FTD,B00652,72.0,11,1,Brooklyn,Boro Zone
339,FTD,B00652,72.0,13,2,Brooklyn,Boro Zone
340,FTD,B00652,72.0,14,1,Brooklyn,Boro Zone
341,FTD,B00652,72.0,9,2,Brooklyn,Boro Zone
342,FTD,B00652,85.0,7,1,Brooklyn,Boro Zone
343,FTD,B00652,106.0,11,1,Brooklyn,Boro Zone
344,FTD,B00652,177.0,10,1,Brooklyn,Boro Zone
345,FTD,B00652,177.0,11,1,Brooklyn,Boro Zone
346,FTD,B00652,177.0,12,1,Brooklyn,Boro Zone
347,FTD,B00652,177.0,7,1,Brooklyn,Boro Zone
348,FTD,B00652,177.0,8,1,Brooklyn,Boro Zone
349,FTD,B00652,188.0,1,2,Brooklyn,Boro Zone
350,FTD,B00652,188.0,10,2,Brooklyn,Boro Zone
351,FTD,B00652,188.0,11,3,Brooklyn,Boro Zone
352,FTD,B00652,188.0,12,2,Brooklyn,Boro Zone
353,FTD,B00652,188.0,13,2,Brooklyn,Boro Zone
354,FTD,B00652,188.0,14,1,Brooklyn,Boro Zone
355,FTD,B00652,188.0,2,1,Brooklyn,Boro Zone
356,FTD,B00652,188.0,3,1,Brooklyn,Boro Zone
357,FTD,B00652,188.0,6,2,Brooklyn,Boro Zone
358,FTD,B00652,188.0,8,2,Brooklyn,Boro Zone
359,FTD,B00652,188.0,9,1,Brooklyn,Boro Zone
360,FTD,B00652,189.0,13,1,Brooklyn,Boro Zone
361,FTD,B00746,10.0,10,1,Queens,Boro Zone
362,FTD,B00746,28.0,9,1,Queens,Boro Zone
363,FTD,B00746,218.0,9,1,Queens,Boro Zone
364,FTD,B00823,11.0,13,1,Brooklyn,Boro Zone
365,FTD,B00823,14.0,10,1,Brooklyn,Boro Zone
366,FTD,B00823,14.0,14,1,Brooklyn,Boro Zone
367,FTD,B00823,17.0,8,1,Brooklyn,Boro Zone
368,FTD,B00823,25.0,12,3,Brooklyn,Boro Zone
369,FTD,B00823,25.0,13,2,Brooklyn,Boro Zone
370,FTD,B00823,25.0,14,1,Brooklyn,Boro Zone
371,FTD,B00823,25.0,6,1,Brooklyn,Boro Zone
372,FTD,B00823,25.0,7,1,Brooklyn,Boro Zone
373,FTD,B00823,25.0,8,1,Brooklyn,Boro Zone
374,FTD,B00823,29.0,12,1,Brooklyn,Boro Zone
375,FTD,B00823,33.0,10,4,Brooklyn,Boro Zone
376,FTD,B00823,33.0,12,1,Brooklyn,Boro Zone
377,FTD,B00823,33.0,13,3,Brooklyn,Boro Zone
378,FTD,B00823,33.0,14,1,Brooklyn,Boro Zone
379,FTD,B00823,33.0,2,1,Brooklyn,Boro Zone
380,FTD,B00823,33.0,7,2,Brooklyn,Boro Zone
381,FTD,B00823,33.0,8,1,Brooklyn,Boro Zone
382,FTD,B00823,33.0,9,2,Brooklyn,Boro Zone
383,FTD,B00823,36.0,11,1,Brooklyn,Boro Zone
384,FTD,B00823,40.0,10,1,Brooklyn,Boro Zone
385,FTD,B00823,40.0,11,1,Brooklyn,Boro Zone
386,FTD,B00823,40.0,12,1,Brooklyn,Boro Zone
387,FTD,B00823,40.0,13,2,Brooklyn,Boro Zone
388,FTD,B00823,40.0,14,2,Brooklyn,Boro Zone
389,FTD,B00823,40.0,6,1,Brooklyn,Boro Zone
390,FTD,B00823,40.0,7,1,Brooklyn,Boro Zone
391,FTD,B00823,40.0,9,2,Brooklyn,Boro Zone
392,FTD,B00823,49.0,6,1,Brooklyn,Boro Zone
393,FTD,B00823,50.0,10,1,Manhattan,Yellow Zone
394,FTD,B00823,52.0,10,1,Brooklyn,Boro Zone
395,FTD,B00823,52.0,11,3,Brooklyn,Boro Zone
396,FTD,B00823,52.0,12,1,Brooklyn,Boro Zone
397,FTD,B00823,52.0,13,2,Brooklyn,Boro Zone
398,FTD,B00823,52.0,5,1,Brooklyn,Boro Zone
399,FTD,B00823,54.0,13,1,Brooklyn,Boro Zone
400,FTD,B00823,54.0,14,1,Brooklyn,Boro Zone
401,FTD,B00823,54.0,2,1,Brooklyn,Boro Zone
402,FTD,B00823,54.0,5,1,Brooklyn,Boro Zone
403,FTD,B00823,54.0,9,2,Brooklyn,Boro Zone
404,FTD,B00823,61.0,11,1,Brooklyn,Boro Zone
405,FTD,B00823,61.0,13,1,Brooklyn,Boro Zone
406,FTD,B00823,61.0,6,2,Brooklyn,Boro Zone
407,FTD,B00823,61.0,7,3,Brooklyn,Boro Zone
408,FTD,B00823,62.0,14,1,Brooklyn,Boro Zone
409,FTD,B00823,62.0,6,1,Brooklyn,Boro Zone
410,FTD,B00823,65.0,5,1,Brooklyn,Boro Zone
411,FTD,B00823,71.0,13,1,Brooklyn,Boro Zone
412,FTD,B00823,77.0,6,1,Brooklyn,Boro Zone
413,FTD,B00823,89.0,11,1,Brooklyn,Boro Zone
414,FTD,B00823,89.0,5,1,Brooklyn,Boro Zone
415,FTD,B00823,89.0,6,1,Brooklyn,Boro Zone
416,FTD,B00823,89.0,7,1,Brooklyn,Boro Zone
417,FTD,B00823,89.0,8,3,Brooklyn,Boro Zone
418,FTD,B00823,89.0,9,1,Brooklyn,Boro Zone
419,FTD,B00823,91.0,13,1,Brooklyn,Boro Zone
420,FTD,B00823,97.0,5,2,Brooklyn,Boro Zone
421,FTD,B00823,97.0,6,1,Brooklyn,Boro Zone
422,FTD,B00823,97.0,7,1,Brooklyn,Boro Zone
423,FTD,B00823,106.0,11,2,Brooklyn,Boro Zone
424,FTD,B00823,106.0,12,2,Brooklyn,Boro Zone
425,FTD,B00823,106.0,13,1,Brooklyn,Boro Zone
426,FTD,B00823,106.0,14,2,Brooklyn,Boro Zone
427,FTD,B00823,106.0,7,1,Brooklyn,Boro Zone
428,FTD,B00823,106.0,9,1,Brooklyn,Boro Zone
429,FTD,B00823,123.0,11,1,Brooklyn,Boro Zone
430,FTD,B00823,132.0,0,1,Queens,Airports
431,FTD,B00823,132.0,13,1,Queens,Airports
432,FTD,B00823,132.0,8,1,Queens,Airports
433,FTD,B00823,133.0,11,2,Brooklyn,Boro Zone
434,FTD,B00823,133.0,12,1,Brooklyn,Boro Zone
435,FTD,B00823,133.0,8,1,Brooklyn,Boro Zone
436,FTD,B00823,163.0,11,1,Manhattan,Yellow Zone
437,FTD,B00823,163.0,14,1,Manhattan,Yellow Zone
438,FTD,B00823,177.0,10,1,Brooklyn,Boro Zone
