,ride,VenID,PUID,PUhour,tot_rides,Zone,service_zone
0,FTD,B00029,3.0,0,2,Allerton/Pelham Gardens,Boro Zone
1,FTD,B00029,3.0,1,3,Allerton/Pelham Gardens,Boro Zone
2,FTD,B00029,3.0,2,1,Allerton/Pelham Gardens,Boro Zone
3,FTD,B00029,3.0,3,1,Allerton/Pelham Gardens,Boro Zone
4,FTD,B00029,3.0,5,1,Allerton/Pelham Gardens,Boro Zone
5,FTD,B00029,3.0,6,3,Allerton/Pelham Gardens,Boro Zone
6,FTD,B00029,32.0,6,1,Bronxdale,Boro Zone
7,FTD,B00029,51.0,0,1,Co-Op City,Boro Zone
8,FTD,B00029,51.0,3,2,Co-Op City,Boro Zone
9,FTD,B00029,51.0,4,1,Co-Op City,Boro Zone
10,FTD,B00029,51.0,5,3,Co-Op City,Boro Zone
11,FTD,B00029,51.0,6,1,Co-Op City,Boro Zone
12,FTD,B00029,78.0,3,1,East Tremont,Boro Zone
13,FTD,B00029,81.0,1,1,Eastchester,Boro Zone
14,FTD,B00029,81.0,2,3,Eastchester,Boro Zone
15,FTD,B00029,81.0,3,2,Eastchester,Boro Zone
16,FTD,B00029,81.0,4,7,Eastchester,Boro Zone
17,FTD,B00029,81.0,5,2,Eastchester,Boro Zone
18,FTD,B00029,81.0,6,8,Eastchester,Boro Zone
19,FTD,B00029,174.0,0,1,Norwood,Boro Zone
20,FTD,B00029,185.0,0,1,Pelham Parkway,Boro Zone
21,FTD,B00029,254.0,2,1,Williamsbridge/Olinville,Boro Zone
22,FTD,B00029,254.0,3,1,Williamsbridge/Olinville,Boro Zone
23,FTD,B00029,254.0,6,5,Williamsbridge/Olinville,Boro Zone
24,FTD,B00029,259.0,4,2,Woodlawn/Wakefield,Boro Zone
25,FTD,B00029,259.0,5,1,Woodlawn/Wakefield,Boro Zone
26,FTD,B00029,265.0,4,1,,
27,FTD,B00029,265.0,5,1,,
28,FTD,B00290,56.0,1,4,Corona,Boro Zone
29,FTD,B00290,56.0,2,2,Corona,Boro Zone
30,FTD,B00290,56.0,5,1,Corona,Boro Zone
31,FTD,B00290,57.0,6,1,Corona,Boro Zone
32,FTD,B00290,70.0,0,1,East Elmhurst,Boro Zone
33,FTD,B00290,70.0,3,1,East Elmhurst,Boro Zone
34,FTD,B00290,70.0,5,1,East Elmhurst,Boro Zone
35,FTD,B00290,82.0,1,1,Elmhurst,Boro Zone
36,FTD,B00290,82.0,2,1,Elmhurst,Boro Zone
37,FTD,B00290,82.0,4,1,Elmhurst,Boro Zone
38,FTD,B00290,82.0,6,1,Elmhurst,Boro Zone
39,FTD,B00290,129.0,0,5,Jackson Heights,Boro Zone
40,FTD,B00290,129.0,2,1,Jackson Heights,Boro Zone
41,FTD,B00290,129.0,3,1,Jackson Heights,Boro Zone
42,FTD,B00290,129.0,4,2,Jackson Heights,Boro Zone
43,FTD,B00290,129.0,5,1,Jackson Heights,Boro Zone
44,FTD,B00290,173.0,0,1,North Corona,Boro Zone
45,FTD,B00290,173.0,1,1,North Corona,Boro Zone
46,FTD,B00290,173.0,2,1,North Corona,Boro Zone
47,FTD,B00290,173.0,3,1,North Corona,Boro Zone
48,FTD,B00290,173.0,4,2,North Corona,Boro Zone
49,FTD,B00290,173.0,5,2,North Corona,Boro Zone
50,FTD,B00290,173.0,6,1,North Corona,Boro Zone
51,FTD,B00290,260.0,4,1,Woodside,Boro Zone
52,FTD,B00325,70.0,0,1,East Elmhurst,Boro Zone
53,FTD,B00325,70.0,1,3,East Elmhurst,Boro Zone
54,FTD,B00325,70.0,2,2,East Elmhurst,Boro Zone
55,FTD,B00325,70.0,3,1,East Elmhurst,Boro Zone
56,FTD,B00325,70.0,4,1,East Elmhurst,Boro Zone
57,FTD,B00325,82.0,0,1,Elmhurst,Boro Zone
58,FTD,B00325,129.0,0,1,Jackson Heights,Boro Zone
59,FTD,B00325,129.0,1,1,Jackson Heights,Boro Zone
60,FTD,B00325,129.0,2,1,Jackson Heights,Boro Zone
61,FTD,B00325,129.0,4,2,Jackson Heights,Boro Zone
62,FTD,B00325,173.0,3,1,North Corona,Boro Zone
63,FTD,B00445,265.0,0,30,,
64,FTD,B00445,265.0,1,33,,
65,FTD,B00445,265.0,2,17,,
66,FTD,B00445,265.0,3,21,,
67,FTD,B00445,265.0,4,16,,
68,FTD,B00445,265.0,5,18,,
69,FTD,B00445,265.0,6,15,,
70,FTD,B00652,35.0,1,3,Brownsville,Boro Zone
71,FTD,B00652,35.0,2,1,Brownsville,Boro Zone
72,FTD,B00652,37.0,1,1,Bushwick South,Boro Zone
73,FTD,B00652,39.0,4,1,Canarsie,Boro Zone
74,FTD,B00652,61.0,0,5,Crown Heights North,Boro Zone
75,FTD,B00652,61.0,1,7,Crown Heights North,Boro Zone
76,FTD,B00652,61.0,2,5,Crown Heights North,Boro Zone
77,FTD,B00652,61.0,3,1,Crown Heights North,Boro Zone
78,FTD,B00652,61.0,4,1,Crown Heights North,Boro Zone
79,FTD,B00652,61.0,6,2,Crown Heights North,Boro Zone
80,FTD,B00652,62.0,0,1,Crown Heights South,Boro Zone
81,FTD,B00652,62.0,1,2,Crown Heights South,Boro Zone
82,FTD,B00652,62.0,3,1,Crown Heights South,Boro Zone
83,FTD,B00652,62.0,5,1,Crown Heights South,Boro Zone
84,FTD,B00652,71.0,0,1,East Flatbush/Farragut,Boro Zone
85,FTD,B00652,72.0,0,2,East Flatbush/Remsen Village,Boro Zone
86,FTD,B00652,72.0,1,3,East Flatbush/Remsen Village,Boro Zone
87,FTD,B00652,72.0,2,2,East Flatbush/Remsen Village,Boro Zone
88,FTD,B00652,72.0,5,1,East Flatbush/Remsen Village,Boro Zone
89,FTD,B00652,77.0,4,1,East New York/Pennsylvania Avenue,Boro Zone
90,FTD,B00652,89.0,2,1,Flatbush/Ditmas Park,Boro Zone
91,FTD,B00652,177.0,2,1,Ocean Hill,Boro Zone
92,FTD,B00652,177.0,3,1,Ocean Hill,Boro Zone
93,FTD,B00652,188.0,2,1,Prospect-Lefferts Gardens,Boro Zone
94,FTD,B00652,188.0,3,2,Prospect-Lefferts Gardens,Boro Zone
95,FTD,B00652,188.0,4,1,Prospect-Lefferts Gardens,Boro Zone
96,FTD,B00652,188.0,5,1,Prospect-Lefferts Gardens,Boro Zone
97,FTD,B00652,188.0,6,2,Prospect-Lefferts Gardens,Boro Zone
98,FTD,B00823,14.0,3,2,Bay Ridge,Boro Zone
99,FTD,B00823,25.0,1,1,Boerum Hill,Boro Zone
100,FTD,B00823,33.0,0,1,Brooklyn Heights,Boro Zone
101,FTD,B00823,35.0,2,1,Brownsville,Boro Zone
102,FTD,B00823,40.0,1,1,Carroll Gardens,Boro Zone
103,FTD,B00823,40.0,4,2,Carroll Gardens,Boro Zone
104,FTD,B00823,49.0,1,1,Clinton Hill,Boro Zone
105,FTD,B00823,54.0,3,1,Columbia Street,Boro Zone
106,FTD,B00823,61.0,1,1,Crown Heights North,Boro Zone
107,FTD,B00823,61.0,2,1,Crown Heights North,Boro Zone
108,FTD,B00823,62.0,5,1,Crown Heights South,Boro Zone
109,FTD,B00823,62.0,6,1,Crown Heights South,Boro Zone
110,FTD,B00823,65.0,5,1,Downtown Brooklyn/MetroTech,Boro Zone
111,FTD,B00823,80.0,4,1,East Williamsburg,Boro Zone
112,FTD,B00823,89.0,0,3,Flatbush/Ditmas Park,Boro Zone
113,FTD,B00823,89.0,1,2,Flatbush/Ditmas Park,Boro Zone
114,FTD,B00823,89.0,3,1,Flatbush/Ditmas Park,Boro Zone
115,FTD,B00823,89.0,4,3,Flatbush/Ditmas Park,Boro Zone
116,FTD,B00823,89.0,6,2,Flatbush/Ditmas Park,Boro Zone
117,FTD,B00823,97.0,3,2,Fort Greene,Boro Zone
118,FTD,B00823,106.0,0,1,Gowanus,Boro Zone
119,FTD,B00823,106.0,3,2,Gowanus,Boro Zone
120,FTD,B00823,106.0,4,2,Gowanus,Boro Zone
121,FTD,B00823,106.0,5,1,Gowanus,Boro Zone
122,FTD,B00823,132.0,0,1,JFK Airport,Airports
123,FTD,B00823,132.0,6,1,JFK Airport,Airports
124,FTD,B00823,133.0,1,1,Kensington,Boro Zone
125,FTD,B00823,133.0,5,1,Kensington,Boro Zone
126,FTD,B00823,181.0,0,7,Park Slope,Boro Zone
127,FTD,B00823,181.0,1,2,Park Slope,Boro Zone
128,FTD,B00823,181.0,2,8,Park Slope,Boro Zone
129,FTD,B00823,181.0,3,4,Park Slope,Boro Zone
130,FTD,B00823,181.0,4,5,Park Slope,Boro Zone
131,FTD,B00823,181.0,5,4,Park Slope,Boro Zone
132,FTD,B00823,181.0,6,2,Park Slope,Boro Zone
133,FTD,B00823,188.0,3,1,Prospect-Lefferts Gardens,Boro Zone
134,FTD,B00823,195.0,0,2,Red Hook,Boro Zone
135,FTD,B00823,195.0,3,1,Red Hook,Boro Zone
136,FTD,B00823,195.0,5,1,Red Hook,Boro Zone
137,FTD,B00823,212.0,0,1,Soundview/Bruckner,Boro Zone
138,FTD,B00823,217.0,2,1,South Williamsburg,Boro Zone
139,FTD,B00823,227.0,3,1,Sunset Park East,Boro Zone
140,FTD,B00823,227.0,4,1,Sunset Park East,Boro Zone
141,FTD,B00823,228.0,0,1,Sunset Park West,Boro Zone
142,FTD,B00823,228.0,2,2,Sunset Park West,Boro Zone
143,FTD,B00823,228.0,3,3,Sunset Park West,Boro Zone
144,FTD,B00823,228.0,4,2,Sunset Park West,Boro Zone
145,FTD,B00823,228.0,6,2,Sunset Park West,Boro Zone
146,FTD,B00823,257.0,0,2,Windsor Terrace,Boro Zone
147,FTD,B00823,257.0,1,2,Windsor Terrace,Boro Zone
148,FTD,B00823,257.0,3,1,Windsor Terrace,Boro Zone
149,FTD,B00823,257.0,4,1,Windsor Terrace,Boro Zone
150,FTD,B00823,257.0,6,1,Windsor Terrace,Boro Zone
151,FTD,B00975,35.0,0,1,Brownsville,Boro Zone
152,FTD,B00975,35.0,1,1,Brownsville,Boro Zone
153,FTD,B00975,39.0,0,4,Canarsie,Boro Zone
154,FTD,B00975,39.0,2,1,Canarsie,Boro Zone
155,FTD,B00975,39.0,3,2,Canarsie,Boro Zone
156,FTD,B00975,39.0,4,2,Canarsie,Boro Zone
157,FTD,B00975,39.0,5,2,Canarsie,Boro Zone
158,FTD,B00975,39.0,6,1,Canarsie,Boro Zone
159,FTD,B00975,71.0,0,8,East Flatbush/Farragut,Boro Zone
160,FTD,B00975,71.0,1,2,East Flatbush/Farragut,Boro Zone
161,FTD,B00975,71.0,2,5,East Flatbush/Farragut,Boro Zone
162,FTD,B00975,71.0,3,3,East Flatbush/Farragut,Boro Zone
163,FTD,B00975,71.0,4,6,East Flatbush/Farragut,Boro Zone
164,FTD,B00975,71.0,5,1,East Flatbush/Farragut,Boro Zone
165,FTD,B00975,71.0,6,2,East Flatbush/Farragut,Boro Zone
166,FTD,B00975,72.0,0,2,East Flatbush/Remsen Village,Boro Zone
167,FTD,B00975,72.0,1,1,East Flatbush/Remsen Village,Boro Zone
168,FTD,B00975,72.0,2,5,East Flatbush/Remsen Village,Boro Zone
169,FTD,B00975,72.0,3,3,East Flatbush/Remsen Village,Boro Zone
170,FTD,B00975,72.0,4,2,East Flatbush/Remsen Village,Boro Zone
171,FTD,B00975,72.0,6,1,East Flatbush/Remsen Village,Boro Zone
172,FTD,B00975,77.0,1,2,East New York/Pennsylvania Avenue,Boro Zone
173,FTD,B00975,77.0,4,1,East New York/Pennsylvania Avenue,Boro Zone
174,FTD,B00975,77.0,5,1,East New York/Pennsylvania Avenue,Boro Zone
175,FTD,B00975,85.0,1,1,Erasmus,Boro Zone
176,FTD,B00975,85.0,2,1,Erasmus,Boro Zone
177,FTD,B00975,85.0,3,1,Erasmus,Boro Zone
178,FTD,B00975,85.0,4,1,Erasmus,Boro Zone
179,FTD,B00975,91.0,1,1,Flatlands,Boro Zone
180,FTD,B00975,91.0,2,1,Flatlands,Boro Zone
181,FTD,B00975,91.0,3,1,Flatlands,Boro Zone
182,FTD,B00975,91.0,4,2,Flatlands,Boro Zone
183,FTD,B00975,91.0,5,1,Flatlands,Boro Zone
184,FTD,B00975,91.0,6,2,Flatlands,Boro Zone
185,FTD,B00975,177.0,1,1,Ocean Hill,Boro Zone
186,FTD,B00975,188.0,2,1,Prospect-Lefferts Gardens,Boro Zone
187,FTD,B00975,188.0,3,1,Prospect-Lefferts Gardens,Boro Zone
188,FTD,B00975,188.0,4,1,Prospect-Lefferts Gardens,Boro Zone
189,FTD,B01066,53.0,3,1,College Point,Boro Zone
190,FTD,B01066,56.0,0,3,Corona,Boro Zone
191,FTD,B01066,56.0,1,2,Corona,Boro Zone
192,FTD,B01066,56.0,2,1,Corona,Boro Zone
193,FTD,B01066,56.0,3,6,Corona,Boro Zone
194,FTD,B01066,56.0,4,3,Corona,Boro Zone
195,FTD,B01066,56.0,5,3,Corona,Boro Zone
196,FTD,B01066,56.0,6,3,Corona,Boro Zone
197,FTD,B01066,57.0,4,2,Corona,Boro Zone
198,FTD,B01066,70.0,0,7,East Elmhurst,Boro Zone
199,FTD,B01066,70.0,1,2,East Elmhurst,Boro Zone
200,FTD,B01066,70.0,2,4,East Elmhurst,Boro Zone
201,FTD,B01066,70.0,3,6,East Elmhurst,Boro Zone
202,FTD,B01066,70.0,4,4,East Elmhurst,Boro Zone
203,FTD,B01066,70.0,5,3,East Elmhurst,Boro Zone
204,FTD,B01066,70.0,6,4,East Elmhurst,Boro Zone
205,FTD,B01066,82.0,0,4,Elmhurst,Boro Zone
206,FTD,B01066,82.0,3,2,Elmhurst,Boro Zone
207,FTD,B01066,82.0,4,2,Elmhurst,Boro Zone
208,FTD,B01066,83.0,1,1,Elmhurst/Maspeth,Boro Zone
209,FTD,B01066,92.0,2,1,Flushing,Boro Zone
210,FTD,B01066,93.0,2,1,Flushing Meadows-Corona Park,Boro Zone
211,FTD,B01066,95.0,1,1,Forest Hills,Boro Zone
212,FTD,B01066,129.0,0,5,Jackson Heights,Boro Zone
213,FTD,B01066,129.0,1,2,Jackson Heights,Boro Zone
214,FTD,B01066,129.0,3,4,Jackson Heights,Boro Zone
215,FTD,B01066,129.0,4,4,Jackson Heights,Boro Zone
216,FTD,B01066,129.0,5,5,Jackson Heights,Boro Zone
217,FTD,B01066,129.0,6,4,Jackson Heights,Boro Zone
218,FTD,B01066,130.0,5,2,Jamaica,Boro Zone
219,FTD,B01066,135.0,4,1,Kew Gardens Hills,Boro Zone
220,FTD,B01066,173.0,0,9,North Corona,Boro Zone
221,FTD,B01066,173.0,1,4,North Corona,Boro Zone
222,FTD,B01066,173.0,2,2,North Corona,Boro Zone
223,FTD,B01066,173.0,3,6,North Corona,Boro Zone
224,FTD,B01066,173.0,4,9,North Corona,Boro Zone
225,FTD,B01066,173.0,5,3,North Corona,Boro Zone
226,FTD,B01066,173.0,6,3,North Corona,Boro Zone
227,FTD,B01066,196.0,2,1,Rego Park,Boro Zone
228,FTD,B01066,226.0,4,1,Sunnyside,Boro Zone
229,FTD,B01233,3.0,0,2,Allerton/Pelham Gardens,Boro Zone
230,FTD,B01233,3.0,1,1,Allerton/Pelham Gardens,Boro Zone
231,FTD,B01233,3.0,2,1,Allerton/Pelham Gardens,Boro Zone
232,FTD,B01233,3.0,4,1,Allerton/Pelham Gardens,Boro Zone
233,FTD,B01233,3.0,5,2,Allerton/Pelham Gardens,Boro Zone
234,FTD,B01233,3.0,6,3,Allerton/Pelham Gardens,Boro Zone
235,FTD,B01233,32.0,1,2,Bronxdale,Boro Zone
236,FTD,B01233,32.0,3,2,Bronxdale,Boro Zone
237,FTD,B01233,32.0,6,1,Bronxdale,Boro Zone
238,FTD,B01233,51.0,0,4,Co-Op City,Boro Zone
239,FTD,B01233,51.0,1,2,Co-Op City,Boro Zone
240,FTD,B01233,51.0,2,3,Co-Op City,Boro Zone
241,FTD,B01233,51.0,3,6,Co-Op City,Boro Zone
242,FTD,B01233,51.0,4,9,Co-Op City,Boro Zone
243,FTD,B01233,51.0,5,2,Co-Op City,Boro Zone
244,FTD,B01233,51.0,6,2,Co-Op City,Boro Zone
245,FTD,B01233,69.0,2,1,East Concourse/Concourse Village,Boro Zone
246,FTD,B01233,78.0,2,2,East Tremont,Boro Zone
247,FTD,B01233,81.0,0,20,Eastchester,Boro Zone
248,FTD,B01233,81.0,1,20,Eastchester,Boro Zone
249,FTD,B01233,81.0,2,16,Eastchester,Boro Zone
250,FTD,B01233,81.0,3,11,Eastchester,Boro Zone
251,FTD,B01233,81.0,4,10,Eastchester,Boro Zone
252,FTD,B01233,81.0,5,12,Eastchester,Boro Zone
253,FTD,B01233,81.0,6,10,Eastchester,Boro Zone
254,FTD,B01233,147.0,2,1,Longwood,Boro Zone
255,FTD,B01233,159.0,4,1,Melrose South,Boro Zone
256,FTD,B01233,168.0,1,1,Mott Haven/Port Morris,Boro Zone
257,FTD,B01233,185.0,5,1,Pelham Parkway,Boro Zone
258,FTD,B01233,200.0,4,1,Riverdale/North Riverdale/Fieldston,Boro Zone
259,FTD,B01233,213.0,0,1,Soundview/Castle Hill,Boro Zone
260,FTD,B01233,213.0,3,1,Soundview/Castle Hill,Boro Zone
261,FTD,B01233,240.0,2,1,Van Cortlandt Park,Boro Zone
262,FTD,B01233,240.0,6,1,Van Cortlandt Park,Boro Zone
263,FTD,B01233,241.0,4,1,Van Cortlandt Village,Boro Zone
264,FTD,B01233,254.0,0,9,Williamsbridge/Olinville,Boro Zone
265,FTD,B01233,254.0,1,8,Williamsbridge/Olinville,Boro Zone
266,FTD,B01233,254.0,2,8,Williamsbridge/Olinville,Boro Zone
267,FTD,B01233,254.0,3,10,Williamsbridge/Olinville,Boro Zone
268,FTD,B01233,254.0,4,14,Williamsbridge/Olinville,Boro Zone
269,FTD,B01233,254.0,5,20,Williamsbridge/Olinville,Boro Zone
270,FTD,B01233,254.0,6,6,Williamsbridge/Olinville,Boro Zone
271,FTD,B01233,259.0,0,7,Woodlawn/Wakefield,Boro Zone
272,FTD,B01233,259.0,1,1,Woodlawn/Wakefield,Boro Zone
273,FTD,B01233,259.0,2,7,Woodlawn/Wakefield,Boro Zone
274,FTD,B01233,259.0,3,3,Woodlawn/Wakefield,Boro Zone
275,FTD,B01233,259.0,4,6,Woodlawn/Wakefield,Boro Zone
276,FTD,B01233,259.0,5,7,Woodlawn/Wakefield,Boro Zone
277,FTD,B01233,259.0,6,1,Woodlawn/Wakefield,Boro Zone
278,FTD,B01233,265.0,0,2,,
279,FTD,B01233,265.0,4,2,,
280,FTD,B01233,265.0,5,2,,
281,FTD,B01436,82.0,0,1,Elmhurst,Boro Zone
282,FTD,B01436,83.0,0,1,Elmhurst/Maspeth,Boro Zone
283,FTD,B01436,102.0,2,1,Glendale,Boro Zone
284,FTD,B01436,157.0,0,1,Maspeth,Boro Zone
285,FTD,B01436,226.0,1,2,Sunnyside,Boro Zone
286,FTD,B01436,226.0,2,2,Sunnyside,Boro Zone
287,FTD,B01436,226.0,5,2,Sunnyside,Boro Zone
288,FTD,B01436,226.0,6,1,Sunnyside,Boro Zone
289,FTD,B01436,260.0,3,1,Woodside,Boro Zone
290,FTD,B01466,39.0,4,1,Canarsie,Boro Zone
291,FTD,B01466,61.0,1,1,Crown Heights North,Boro Zone
292,FTD,B01466,71.0,0,1,East Flatbush/Farragut,Boro Zone
293,FTD,B01466,89.0,0,3,Flatbush/Ditmas Park,Boro Zone
294,FTD,B01466,89.0,1,1,Flatbush/Ditmas Park,Boro Zone
295,FTD,B01466,89.0,2,3,Flatbush/Ditmas Park,Boro Zone
296,FTD,B01466,89.0,3,1,Flatbush/Ditmas Park,Boro Zone
297,FTD,B01466,89.0,4,1,Flatbush/Ditmas Park,Boro Zone
298,FTD,B01466,89.0,5,1,Flatbush/Ditmas Park,Boro Zone
299,FTD,B01466,89.0,6,1,Flatbush/Ditmas Park,Boro Zone
300,FTD,B01466,91.0,3,2,Flatlands,Boro Zone
301,FTD,B01466,133.0,0,1,Kensington,Boro Zone
302,FTD,B01466,133.0,1,1,Kensington,Boro Zone
303,FTD,B01466,133.0,4,1,Kensington,Boro Zone
304,FTD,B01466,133.0,6,1,Kensington,Boro Zone
305,FTD,B01466,165.0,1,3,Midwood,Boro Zone
306,FTD,B01466,165.0,3,1,Midwood,Boro Zone
307,FTD,B01466,228.0,0,1,Sunset Park West,Boro Zone
308,FTD,B01466,257.0,4,1,Windsor Terrace,Boro Zone
309,FTD,B01568,82.0,5,2,Elmhurst,Boro Zone
310,FTD,B01568,83.0,4,1,Elmhurst/Maspeth,Boro Zone
311,FTD,B01568,129.0,3,1,Jackson Heights,Boro Zone
312,FTD,B01568,173.0,1,1,North Corona,Boro Zone
313,FTD,B01568,195.0,1,2,Red Hook,Boro Zone
314,FTD,B01568,260.0,3,1,Woodside,Boro Zone
315,FTD,B01964,4.0,3,1,Alphabet City,Yellow Zone
316,FTD,B01964,4.0,4,1,Alphabet City,Yellow Zone
317,FTD,B01964,41.0,2,1,Central Harlem,Boro Zone
318,FTD,B01964,61.0,4,1,Crown Heights North,Boro Zone
319,FTD,B01964,61.0,5,1,Crown Heights North,Boro Zone
320,FTD,B01964,132.0,6,1,JFK Airport,Airports
321,FTD,B01964,140.0,3,1,Lenox Hill East,Yellow Zone
322,FTD,B01964,164.0,4,1,Midtown South,Yellow Zone
323,FTD,B01964,171.0,2,1,Murray Hill-Queens,Boro Zone
324,FTD,B01964,239.0,1,1,Upper West Side South,Yellow Zone
325,FTD,B01964,249.0,5,1,West Village,Yellow Zone
326,FTD,B01964,261.0,2,1,World Trade Center,Yellow Zone
327,FTD,B01964,263.0,3,1,Yorkville West,Yellow Zone
328,FTD,B01964,264.0,4,1,NV,
329,FTD,B01964,265.0,3,1,,
330,FTD,B01964,265.0,4,1,,
331,FTD,B01995,7.0,6,1,Astoria,Boro Zone
332,FTD,B01995,56.0,0,2,Corona,Boro Zone
333,FTD,B01995,56.0,2,1,Corona,Boro Zone
334,FTD,B01995,56.0,5,2,Corona,Boro Zone
335,FTD,B01995,56.0,6,1,Corona,Boro Zone
336,FTD,B01995,70.0,0,1,East Elmhurst,Boro Zone
337,FTD,B01995,82.0,0,1,Elmhurst,Boro Zone
338,FTD,B01995,82.0,1,1,Elmhurst,Boro Zone
339,FTD,B01995,82.0,5,2,Elmhurst,Boro Zone
340,FTD,B01995,83.0,0,1,Elmhurst/Maspeth,Boro Zone
341,FTD,B01995,83.0,4,1,Elmhurst/Maspeth,Boro Zone
342,FTD,B01995,129.0,0,2,Jackson Heights,Boro Zone
343,FTD,B01995,129.0,1,2,Jackson Heights,Boro Zone
344,FTD,B01995,129.0,2,1,Jackson Heights,Boro Zone
345,FTD,B01995,129.0,3,1,Jackson Heights,Boro Zone
346,FTD,B01995,129.0,4,3,Jackson Heights,Boro Zone
347,FTD,B01995,129.0,5,1,Jackson Heights,Boro Zone
348,FTD,B01995,129.0,6,4,Jackson Heights,Boro Zone
349,FTD,B01995,160.0,1,1,Middle Village,Boro Zone
350,FTD,B01995,173.0,1,1,North Corona,Boro Zone
351,FTD,B01995,173.0,2,1,North Corona,Boro Zone
352,FTD,B01995,173.0,6,2,North Corona,Boro Zone
353,FTD,B01995,192.0,5,1,Queensboro Hill,Boro Zone
354,FTD,B01995,197.0,1,1,Richmond Hill,Boro Zone
355,FTD,B01995,223.0,2,1,Steinway,Boro Zone
356,FTD,B01995,226.0,1,1,Sunnyside,Boro Zone
357,FTD,B01995,226.0,3,1,Sunnyside,Boro Zone
358,FTD,B01995,258.0,2,1,Woodhaven,Boro Zone
359,FTD,B01995,260.0,0,1,Woodside,Boro Zone
360,FTD,B01995,260.0,3,1,Woodside,Boro Zone
361,FTD,B02034,53.0,1,1,College Point,Boro Zone
362,FTD,B02034,56.0,0,2,Corona,Boro Zone
363,FTD,B02034,56.0,2,3,Corona,Boro Zone
364,FTD,B02034,56.0,4,2,Corona,Boro Zone
365,FTD,B02034,56.0,5,1,Corona,Boro Zone
366,FTD,B02034,56.0,6,1,Corona,Boro Zone
367,FTD,B02034,70.0,0,1,East Elmhurst,Boro Zone
368,FTD,B02034,70.0,3,1,East Elmhurst,Boro Zone
369,FTD,B02034,70.0,4,2,East Elmhurst,Boro Zone
370,FTD,B02034,70.0,5,1,East Elmhurst,Boro Zone
371,FTD,B02034,82.0,0,1,Elmhurst,Boro Zone
372,FTD,B02034,82.0,1,2,Elmhurst,Boro Zone
373,FTD,B02034,82.0,2,1,Elmhurst,Boro Zone
374,FTD,B02034,82.0,3,1,Elmhurst,Boro Zone
375,FTD,B02034,82.0,4,1,Elmhurst,Boro Zone
376,FTD,B02034,83.0,2,1,Elmhurst/Maspeth,Boro Zone
377,FTD,B02034,83.0,5,1,Elmhurst/Maspeth,Boro Zone
378,FTD,B02034,92.0,1,1,Flushing,Boro Zone
379,FTD,B02034,95.0,6,1,Forest Hills,Boro Zone
380,FTD,B02034,129.0,0,3,Jackson Heights,Boro Zone
381,FTD,B02034,129.0,1,5,Jackson Heights,Boro Zone
382,FTD,B02034,129.0,2,1,Jackson Heights,Boro Zone
383,FTD,B02034,129.0,3,1,Jackson Heights,Boro Zone
384,FTD,B02034,129.0,4,6,Jackson Heights,Boro Zone
385,FTD,B02034,129.0,5,2,Jackson Heights,Boro Zone
386,FTD,B02034,129.0,6,3,Jackson Heights,Boro Zone
387,FTD,B02034,135.0,2,1,Kew Gardens Hills,Boro Zone
388,FTD,B02034,173.0,0,2,North Corona,Boro Zone
389,FTD,B02034,173.0,1,3,North Corona,Boro Zone
390,FTD,B02034,173.0,2,2,North Corona,Boro Zone
391,FTD,B02034,173.0,3,2,North Corona,Boro Zone
392,FTD,B02034,173.0,4,1,North Corona,Boro Zone
393,FTD,B02034,179.0,2,1,Old Astoria,Boro Zone
394,FTD,B02034,226.0,2,1,Sunnyside,Boro Zone
395,FTD,B02034,226.0,5,1,Sunnyside,Boro Zone
396,FTD,B02034,260.0,0,1,Woodside,Boro Zone
397,FTD,B02034,260.0,3,1,Woodside,Boro Zone
398,FTD,B02034,260.0,4,1,Woodside,Boro Zone
399,FTD,B02279,87.0,1,1,Financial District North,Yellow Zone
400,FTD,B02279,109.0,2,1,Great Kills,Boro Zone
401,FTD,B02279,109.0,6,1,Great Kills,Boro Zone
402,FTD,B02279,115.0,0,1,Grymes Hill/Clifton,Boro Zone
403,FTD,B02279,115.0,5,1,Grymes Hill/Clifton,Boro Zone
404,FTD,B02279,118.0,0,1,Heartland Village/Todt Hill,Boro Zone
405,FTD,B02279,118.0,2,1,Heartland Village/Todt Hill,Boro Zone
406,FTD,B02279,118.0,3,1,Heartland Village/Todt Hill,Boro Zone
407,FTD,B02279,118.0,5,1,Heartland Village/Todt Hill,Boro Zone
408,FTD,B02279,118.0,6,1,Heartland Village/Todt Hill,Boro Zone
409,FTD,B02279,156.0,0,2,Mariners Harbor,Boro Zone
410,FTD,B02279,156.0,1,2,Mariners Harbor,Boro Zone
411,FTD,B02279,156.0,2,2,Mariners Harbor,Boro Zone
412,FTD,B02279,156.0,3,4,Mariners Harbor,Boro Zone
413,FTD,B02279,156.0,4,4,Mariners Harbor,Boro Zone
414,FTD,B02279,156.0,5,3,Mariners Harbor,Boro Zone
415,FTD,B02279,156.0,6,3,Mariners Harbor,Boro Zone
416,FTD,B02279,187.0,2,1,Port Richmond,Boro Zone
417,FTD,B02279,187.0,3,1,Port Richmond,Boro Zone
418,FTD,B02279,187.0,4,1,Port Richmond,Boro Zone
419,FTD,B02279,187.0,5,2,Port Richmond,Boro Zone
420,FTD,B02279,206.0,0,3,Saint George/New Brighton,Boro Zone
421,FTD,B02279,206.0,1,2,Saint George/New Brighton,Boro Zone
422,FTD,B02279,206.0,4,2,Saint George/New Brighton,Boro Zone
