,ride,VenID,PUID,PUhour,tot_rides,Zone,service_zone
17549,FTD,B02871,144.0,3,11,Little Italy/NoLiTa,Yellow Zone
17550,FTD,B02871,144.0,4,3,Little Italy/NoLiTa,Yellow Zone
17551,FTD,B02871,145.0,0,1,Long Island City/Hunters Point,Boro Zone
17552,FTD,B02871,145.0,1,1,Long Island City/Hunters Point,Boro Zone
17553,FTD,B02871,145.0,2,6,Long Island City/Hunters Point,Boro Zone
17554,FTD,B02871,145.0,3,4,Long Island City/Hunters Point,Boro Zone
17555,FTD,B02871,145.0,4,2,Long Island City/Hunters Point,Boro Zone
17556,FTD,B02871,146.0,1,3,Long Island City/Queens Plaza,Boro Zone
17557,FTD,B02871,146.0,2,4,Long Island City/Queens Plaza,Boro Zone
17558,FTD,B02871,146.0,3,3,Long Island City/Queens Plaza,Boro Zone
17559,FTD,B02871,146.0,4,2,Long Island City/Queens Plaza,Boro Zone
17560,FTD,B02871,146.0,6,1,Long Island City/Queens Plaza,Boro Zone
17561,FTD,B02871,147.0,2,2,Longwood,Boro Zone
17562,FTD,B02871,148.0,0,13,Lower East Side,Yellow Zone
17563,FTD,B02871,148.0,1,9,Lower East Side,Yellow Zone
17564,FTD,B02871,148.0,2,21,Lower East Side,Yellow Zone
17565,FTD,B02871,148.0,3,10,Lower East Side,Yellow Zone
17566,FTD,B02871,148.0,4,1,Lower East Side,Yellow Zone
17567,FTD,B02871,148.0,5,5,Lower East Side,Yellow Zone
17568,FTD,B02871,149.0,0,1,Madison,Boro Zone
17569,FTD,B02871,149.0,2,2,Madison,Boro Zone
17570,FTD,B02871,150.0,2,1,Manhattan Beach,Boro Zone
17571,FTD,B02871,150.0,5,1,Manhattan Beach,Boro Zone
17572,FTD,B02871,151.0,0,1,Manhattan Valley,Yellow Zone
17573,FTD,B02871,151.0,1,1,Manhattan Valley,Yellow Zone
17574,FTD,B02871,151.0,5,1,Manhattan Valley,Yellow Zone
17575,FTD,B02871,152.0,1,3,Manhattanville,Boro Zone
17576,FTD,B02871,152.0,3,1,Manhattanville,Boro Zone
17577,FTD,B02871,152.0,5,2,Manhattanville,Boro Zone
17578,FTD,B02871,155.0,2,1,Marine Park/Mill Basin,Boro Zone
17579,FTD,B02871,155.0,3,1,Marine Park/Mill Basin,Boro Zone
17580,FTD,B02871,155.0,5,1,Marine Park/Mill Basin,Boro Zone
17581,FTD,B02871,157.0,1,2,Maspeth,Boro Zone
17582,FTD,B02871,157.0,2,5,Maspeth,Boro Zone
17583,FTD,B02871,157.0,3,1,Maspeth,Boro Zone
17584,FTD,B02871,157.0,4,4,Maspeth,Boro Zone
17585,FTD,B02871,157.0,6,1,Maspeth,Boro Zone
17586,FTD,B02871,158.0,0,3,Meatpacking/West Village West,Yellow Zone
17587,FTD,B02871,158.0,1,15,Meatpacking/West Village West,Yellow Zone
17588,FTD,B02871,158.0,2,8,Meatpacking/West Village West,Yellow Zone
17589,FTD,B02871,158.0,3,5,Meatpacking/West Village West,Yellow Zone
17590,FTD,B02871,158.0,4,4,Meatpacking/West Village West,Yellow Zone
17591,FTD,B02871,159.0,0,1,Melrose South,Boro Zone
17592,FTD,B02871,159.0,5,1,Melrose South,Boro Zone
17593,FTD,B02871,159.0,6,2,Melrose South,Boro Zone
17594,FTD,B02871,160.0,0,1,Middle Village,Boro Zone
17595,FTD,B02871,160.0,2,1,Middle Village,Boro Zone
17596,FTD,B02871,160.0,3,2,Middle Village,Boro Zone
17597,FTD,B02871,161.0,0,6,Midtown Center,Yellow Zone
17598,FTD,B02871,161.0,1,6,Midtown Center,Yellow Zone
17599,FTD,B02871,161.0,2,4,Midtown Center,Yellow Zone
17600,FTD,B02871,161.0,4,1,Midtown Center,Yellow Zone
17601,FTD,B02871,162.0,0,1,Midtown East,Yellow Zone
17602,FTD,B02871,162.0,1,3,Midtown East,Yellow Zone
17603,FTD,B02871,162.0,2,3,Midtown East,Yellow Zone
17604,FTD,B02871,162.0,3,3,Midtown East,Yellow Zone
17605,FTD,B02871,162.0,4,2,Midtown East,Yellow Zone
17606,FTD,B02871,163.0,0,1,Midtown North,Yellow Zone
17607,FTD,B02871,163.0,1,3,Midtown North,Yellow Zone
17608,FTD,B02871,163.0,2,6,Midtown North,Yellow Zone
17609,FTD,B02871,163.0,3,1,Midtown North,Yellow Zone
17610,FTD,B02871,163.0,4,1,Midtown North,Yellow Zone
17611,FTD,B02871,164.0,0,5,Midtown South,Yellow Zone
17612,FTD,B02871,164.0,1,9,Midtown South,Yellow Zone
17613,FTD,B02871,164.0,2,9,Midtown South,Yellow Zone
17614,FTD,B02871,164.0,3,8,Midtown South,Yellow Zone
17615,FTD,B02871,164.0,4,2,Midtown South,Yellow Zone
17616,FTD,B02871,164.0,5,1,Midtown South,Yellow Zone
17617,FTD,B02871,165.0,1,1,Midwood,Boro Zone
17618,FTD,B02871,165.0,3,2,Midwood,Boro Zone
17619,FTD,B02871,165.0,5,3,Midwood,Boro Zone
17620,FTD,B02871,165.0,6,1,Midwood,Boro Zone
17621,FTD,B02871,166.0,0,1,Morningside Heights,Boro Zone
17622,FTD,B02871,166.0,1,1,Morningside Heights,Boro Zone
17623,FTD,B02871,166.0,2,1,Morningside Heights,Boro Zone
17624,FTD,B02871,167.0,0,1,Morrisania/Melrose,Boro Zone
17625,FTD,B02871,167.0,1,1,Morrisania/Melrose,Boro Zone
17626,FTD,B02871,167.0,4,2,Morrisania/Melrose,Boro Zone
17627,FTD,B02871,168.0,3,3,Mott Haven/Port Morris,Boro Zone
17628,FTD,B02871,168.0,4,1,Mott Haven/Port Morris,Boro Zone
17629,FTD,B02871,168.0,6,1,Mott Haven/Port Morris,Boro Zone
17630,FTD,B02871,169.0,5,1,Mount Hope,Boro Zone
17631,FTD,B02871,169.0,6,1,Mount Hope,Boro Zone
17632,FTD,B02871,170.0,0,4,Murray Hill,Yellow Zone
17633,FTD,B02871,170.0,1,1,Murray Hill,Yellow Zone
17634,FTD,B02871,170.0,2,6,Murray Hill,Yellow Zone
17635,FTD,B02871,170.0,3,9,Murray Hill,Yellow Zone
17636,FTD,B02871,170.0,4,4,Murray Hill,Yellow Zone
17637,FTD,B02871,171.0,1,2,Murray Hill-Queens,Boro Zone
17638,FTD,B02871,171.0,2,2,Murray Hill-Queens,Boro Zone
17639,FTD,B02871,173.0,3,1,North Corona,Boro Zone
17640,FTD,B02871,174.0,1,1,Norwood,Boro Zone
17641,FTD,B02871,174.0,3,1,Norwood,Boro Zone
17642,FTD,B02871,174.0,4,1,Norwood,Boro Zone
17643,FTD,B02871,175.0,0,1,Oakland Gardens,Boro Zone
17644,FTD,B02871,176.0,3,1,Oakwood,Boro Zone
17645,FTD,B02871,177.0,0,1,Ocean Hill,Boro Zone
17646,FTD,B02871,177.0,2,2,Ocean Hill,Boro Zone
17647,FTD,B02871,177.0,3,1,Ocean Hill,Boro Zone
17648,FTD,B02871,177.0,4,1,Ocean Hill,Boro Zone
17649,FTD,B02871,178.0,0,1,Ocean Parkway South,Boro Zone
17650,FTD,B02871,179.0,1,1,Old Astoria,Boro Zone
17651,FTD,B02871,179.0,2,2,Old Astoria,Boro Zone
17652,FTD,B02871,179.0,3,2,Old Astoria,Boro Zone
17653,FTD,B02871,179.0,4,1,Old Astoria,Boro Zone
17654,FTD,B02871,179.0,5,1,Old Astoria,Boro Zone
17655,FTD,B02871,180.0,1,1,Ozone Park,Boro Zone
17656,FTD,B02871,180.0,2,1,Ozone Park,Boro Zone
17657,FTD,B02871,180.0,4,1,Ozone Park,Boro Zone
17658,FTD,B02871,181.0,0,7,Park Slope,Boro Zone
17659,FTD,B02871,181.0,1,8,Park Slope,Boro Zone
17660,FTD,B02871,181.0,2,9,Park Slope,Boro Zone
17661,FTD,B02871,181.0,3,4,Park Slope,Boro Zone
17662,FTD,B02871,181.0,4,1,Park Slope,Boro Zone
17663,FTD,B02871,181.0,5,1,Park Slope,Boro Zone
17664,FTD,B02871,184.0,2,1,Pelham Bay Park,Boro Zone
17665,FTD,B02871,185.0,1,1,Pelham Parkway,Boro Zone
17666,FTD,B02871,185.0,6,2,Pelham Parkway,Boro Zone
17667,FTD,B02871,186.0,1,3,Penn Station/Madison Sq West,Yellow Zone
17668,FTD,B02871,186.0,2,3,Penn Station/Madison Sq West,Yellow Zone
17669,FTD,B02871,186.0,3,4,Penn Station/Madison Sq West,Yellow Zone
17670,FTD,B02871,186.0,4,3,Penn Station/Madison Sq West,Yellow Zone
17671,FTD,B02871,186.0,5,1,Penn Station/Madison Sq West,Yellow Zone
17672,FTD,B02871,188.0,0,2,Prospect-Lefferts Gardens,Boro Zone
17673,FTD,B02871,188.0,1,2,Prospect-Lefferts Gardens,Boro Zone
17674,FTD,B02871,188.0,2,7,Prospect-Lefferts Gardens,Boro Zone
17675,FTD,B02871,188.0,3,1,Prospect-Lefferts Gardens,Boro Zone
17676,FTD,B02871,188.0,4,5,Prospect-Lefferts Gardens,Boro Zone
17677,FTD,B02871,188.0,5,1,Prospect-Lefferts Gardens,Boro Zone
17678,FTD,B02871,189.0,0,3,Prospect Heights,Boro Zone
17679,FTD,B02871,189.0,1,2,Prospect Heights,Boro Zone
17680,FTD,B02871,189.0,2,4,Prospect Heights,Boro Zone
17681,FTD,B02871,189.0,3,6,Prospect Heights,Boro Zone
17682,FTD,B02871,189.0,4,2,Prospect Heights,Boro Zone
17683,FTD,B02871,190.0,0,1,Prospect Park,Boro Zone
17684,FTD,B02871,190.0,2,1,Prospect Park,Boro Zone
17685,FTD,B02871,191.0,0,2,Queens Village,Boro Zone
17686,FTD,B02871,191.0,1,1,Queens Village,Boro Zone
17687,FTD,B02871,191.0,3,1,Queens Village,Boro Zone
17688,FTD,B02871,191.0,4,2,Queens Village,Boro Zone
17689,FTD,B02871,192.0,5,1,Queensboro Hill,Boro Zone
17690,FTD,B02871,195.0,0,1,Red Hook,Boro Zone
17691,FTD,B02871,195.0,2,2,Red Hook,Boro Zone
17692,FTD,B02871,195.0,3,1,Red Hook,Boro Zone
17693,FTD,B02871,196.0,1,1,Rego Park,Boro Zone
17694,FTD,B02871,196.0,2,1,Rego Park,Boro Zone
17695,FTD,B02871,196.0,4,2,Rego Park,Boro Zone
17696,FTD,B02871,197.0,2,2,Richmond Hill,Boro Zone
17697,FTD,B02871,197.0,3,4,Richmond Hill,Boro Zone
17698,FTD,B02871,197.0,4,2,Richmond Hill,Boro Zone
17699,FTD,B02871,197.0,5,1,Richmond Hill,Boro Zone
17700,FTD,B02871,198.0,0,2,Ridgewood,Boro Zone
17701,FTD,B02871,198.0,1,5,Ridgewood,Boro Zone
17702,FTD,B02871,198.0,2,2,Ridgewood,Boro Zone
17703,FTD,B02871,198.0,3,1,Ridgewood,Boro Zone
17704,FTD,B02871,198.0,4,5,Ridgewood,Boro Zone
17705,FTD,B02871,198.0,6,2,Ridgewood,Boro Zone
17706,FTD,B02871,200.0,1,1,Riverdale/North Riverdale/Fieldston,Boro Zone
17707,FTD,B02871,200.0,2,2,Riverdale/North Riverdale/Fieldston,Boro Zone
17708,FTD,B02871,202.0,1,2,Roosevelt Island,Boro Zone
17709,FTD,B02871,202.0,2,1,Roosevelt Island,Boro Zone
17710,FTD,B02871,203.0,0,1,Rosedale,Boro Zone
17711,FTD,B02871,203.0,2,1,Rosedale,Boro Zone
17712,FTD,B02871,204.0,0,1,Rossville/Woodrow,Boro Zone
17713,FTD,B02871,205.0,1,1,Saint Albans,Boro Zone
17714,FTD,B02871,205.0,2,2,Saint Albans,Boro Zone
17715,FTD,B02871,205.0,5,1,Saint Albans,Boro Zone
17716,FTD,B02871,206.0,1,1,Saint George/New Brighton,Boro Zone
17717,FTD,B02871,207.0,4,1,Saint Michaels Cemetery/Woodside,Boro Zone
17718,FTD,B02871,208.0,2,1,Schuylerville/Edgewater Park,Boro Zone
17719,FTD,B02871,208.0,3,4,Schuylerville/Edgewater Park,Boro Zone
17720,FTD,B02871,208.0,5,1,Schuylerville/Edgewater Park,Boro Zone
17721,FTD,B02871,209.0,0,2,Seaport,Yellow Zone
17722,FTD,B02871,209.0,1,1,Seaport,Yellow Zone
17723,FTD,B02871,209.0,3,1,Seaport,Yellow Zone
17724,FTD,B02871,209.0,4,1,Seaport,Yellow Zone
17725,FTD,B02871,210.0,2,1,Sheepshead Bay,Boro Zone
17726,FTD,B02871,210.0,3,2,Sheepshead Bay,Boro Zone
17727,FTD,B02871,210.0,4,1,Sheepshead Bay,Boro Zone
17728,FTD,B02871,210.0,5,2,Sheepshead Bay,Boro Zone
17729,FTD,B02871,211.0,0,4,SoHo,Yellow Zone
17730,FTD,B02871,211.0,1,4,SoHo,Yellow Zone
17731,FTD,B02871,211.0,2,7,SoHo,Yellow Zone
17732,FTD,B02871,211.0,3,3,SoHo,Yellow Zone
17733,FTD,B02871,211.0,4,1,SoHo,Yellow Zone
17734,FTD,B02871,212.0,1,1,Soundview/Bruckner,Boro Zone
17735,FTD,B02871,213.0,1,1,Soundview/Castle Hill,Boro Zone
17736,FTD,B02871,213.0,3,1,Soundview/Castle Hill,Boro Zone
17737,FTD,B02871,215.0,1,2,South Jamaica,Boro Zone
17738,FTD,B02871,215.0,2,1,South Jamaica,Boro Zone
17739,FTD,B02871,215.0,3,1,South Jamaica,Boro Zone
17740,FTD,B02871,216.0,2,3,South Ozone Park,Boro Zone
17741,FTD,B02871,216.0,3,1,South Ozone Park,Boro Zone
17742,FTD,B02871,216.0,6,1,South Ozone Park,Boro Zone
17743,FTD,B02871,218.0,3,2,Springfield Gardens North,Boro Zone
17744,FTD,B02871,218.0,5,1,Springfield Gardens North,Boro Zone
17745,FTD,B02871,219.0,0,1,Springfield Gardens South,Boro Zone
17746,FTD,B02871,220.0,2,2,Spuyten Duyvil/Kingsbridge,Boro Zone
17747,FTD,B02871,220.0,4,2,Spuyten Duyvil/Kingsbridge,Boro Zone
17748,FTD,B02871,221.0,1,2,Stapleton,Boro Zone
17749,FTD,B02871,221.0,6,1,Stapleton,Boro Zone
17750,FTD,B02871,223.0,0,1,Steinway,Boro Zone
17751,FTD,B02871,223.0,1,1,Steinway,Boro Zone
17752,FTD,B02871,223.0,2,1,Steinway,Boro Zone
17753,FTD,B02871,223.0,3,1,Steinway,Boro Zone
17754,FTD,B02871,224.0,0,1,Stuy Town/Peter Cooper Village,Yellow Zone
17755,FTD,B02871,224.0,1,2,Stuy Town/Peter Cooper Village,Yellow Zone
17756,FTD,B02871,224.0,2,1,Stuy Town/Peter Cooper Village,Yellow Zone
17757,FTD,B02871,224.0,4,1,Stuy Town/Peter Cooper Village,Yellow Zone
17758,FTD,B02871,225.0,0,8,Stuyvesant Heights,Boro Zone
17759,FTD,B02871,225.0,1,12,Stuyvesant Heights,Boro Zone
17760,FTD,B02871,225.0,2,5,Stuyvesant Heights,Boro Zone
17761,FTD,B02871,225.0,3,6,Stuyvesant Heights,Boro Zone
17762,FTD,B02871,225.0,4,4,Stuyvesant Heights,Boro Zone
17763,FTD,B02871,225.0,5,3,Stuyvesant Heights,Boro Zone
17764,FTD,B02871,225.0,6,2,Stuyvesant Heights,Boro Zone
17765,FTD,B02871,226.0,1,2,Sunnyside,Boro Zone
17766,FTD,B02871,226.0,2,1,Sunnyside,Boro Zone
17767,FTD,B02871,226.0,3,4,Sunnyside,Boro Zone
17768,FTD,B02871,226.0,4,2,Sunnyside,Boro Zone
17769,FTD,B02871,226.0,5,1,Sunnyside,Boro Zone
17770,FTD,B02871,227.0,1,2,Sunset Park East,Boro Zone
17771,FTD,B02871,227.0,2,1,Sunset Park East,Boro Zone
17772,FTD,B02871,228.0,0,1,Sunset Park West,Boro Zone
17773,FTD,B02871,228.0,1,3,Sunset Park West,Boro Zone
17774,FTD,B02871,228.0,2,4,Sunset Park West,Boro Zone
17775,FTD,B02871,228.0,3,7,Sunset Park West,Boro Zone
17776,FTD,B02871,228.0,4,4,Sunset Park West,Boro Zone
17777,FTD,B02871,228.0,5,1,Sunset Park West,Boro Zone
17778,FTD,B02871,228.0,6,1,Sunset Park West,Boro Zone
17779,FTD,B02871,229.0,0,3,Sutton Place/Turtle Bay North,Yellow Zone
17780,FTD,B02871,229.0,1,9,Sutton Place/Turtle Bay North,Yellow Zone
17781,FTD,B02871,229.0,2,3,Sutton Place/Turtle Bay North,Yellow Zone
17782,FTD,B02871,229.0,3,1,Sutton Place/Turtle Bay North,Yellow Zone
17783,FTD,B02871,229.0,4,1,Sutton Place/Turtle Bay North,Yellow Zone
17784,FTD,B02871,230.0,1,1,Times Sq/Theatre District,Yellow Zone
17785,FTD,B02871,230.0,2,2,Times Sq/Theatre District,Yellow Zone
17786,FTD,B02871,230.0,3,4,Times Sq/Theatre District,Yellow Zone
17787,FTD,B02871,231.0,0,6,TriBeCa/Civic Center,Yellow Zone
17788,FTD,B02871,231.0,1,7,TriBeCa/Civic Center,Yellow Zone
17789,FTD,B02871,231.0,2,6,TriBeCa/Civic Center,Yellow Zone
17790,FTD,B02871,231.0,3,5,TriBeCa/Civic Center,Yellow Zone
17791,FTD,B02871,231.0,4,3,TriBeCa/Civic Center,Yellow Zone
17792,FTD,B02871,231.0,5,2,TriBeCa/Civic Center,Yellow Zone
17793,FTD,B02871,232.0,0,4,Two Bridges/Seward Park,Yellow Zone
17794,FTD,B02871,232.0,1,4,Two Bridges/Seward Park,Yellow Zone
17795,FTD,B02871,232.0,2,2,Two Bridges/Seward Park,Yellow Zone
17796,FTD,B02871,232.0,3,1,Two Bridges/Seward Park,Yellow Zone
17797,FTD,B02871,232.0,4,1,Two Bridges/Seward Park,Yellow Zone
17798,FTD,B02871,233.0,0,1,UN/Turtle Bay South,Yellow Zone
17799,FTD,B02871,233.0,1,5,UN/Turtle Bay South,Yellow Zone
17800,FTD,B02871,233.0,2,1,UN/Turtle Bay South,Yellow Zone
17801,FTD,B02871,233.0,3,5,UN/Turtle Bay South,Yellow Zone
17802,FTD,B02871,233.0,5,1,UN/Turtle Bay South,Yellow Zone
17803,FTD,B02871,233.0,6,1,UN/Turtle Bay South,Yellow Zone
17804,FTD,B02871,234.0,0,6,Union Sq,Yellow Zone
17805,FTD,B02871,234.0,1,13,Union Sq,Yellow Zone
17806,FTD,B02871,234.0,2,9,Union Sq,Yellow Zone
17807,FTD,B02871,234.0,3,3,Union Sq,Yellow Zone
17808,FTD,B02871,234.0,4,1,Union Sq,Yellow Zone
17809,FTD,B02871,234.0,6,1,Union Sq,Yellow Zone
17810,FTD,B02871,235.0,0,1,University Heights/Morris Heights,Boro Zone
17811,FTD,B02871,235.0,1,2,University Heights/Morris Heights,Boro Zone
17812,FTD,B02871,235.0,2,1,University Heights/Morris Heights,Boro Zone
17813,FTD,B02871,235.0,3,2,University Heights/Morris Heights,Boro Zone
17814,FTD,B02871,235.0,4,1,University Heights/Morris Heights,Boro Zone
17815,FTD,B02871,235.0,5,1,University Heights/Morris Heights,Boro Zone
17816,FTD,B02871,235.0,6,1,University Heights/Morris Heights,Boro Zone
17817,FTD,B02871,236.0,0,3,Upper East Side North,Yellow Zone
17818,FTD,B02871,236.0,1,4,Upper East Side North,Yellow Zone
17819,FTD,B02871,236.0,2,2,Upper East Side North,Yellow Zone
17820,FTD,B02871,237.0,0,3,Upper East Side South,Yellow Zone
17821,FTD,B02871,237.0,1,3,Upper East Side South,Yellow Zone
17822,FTD,B02871,237.0,2,3,Upper East Side South,Yellow Zone
17823,FTD,B02871,237.0,3,1,Upper East Side South,Yellow Zone
17824,FTD,B02871,237.0,4,1,Upper East Side South,Yellow Zone
17825,FTD,B02871,237.0,6,1,Upper East Side South,Yellow Zone
17826,FTD,B02871,238.0,0,1,Upper West Side North,Yellow Zone
17827,FTD,B02871,238.0,1,4,Upper West Side North,Yellow Zone
17828,FTD,B02871,238.0,2,4,Upper West Side North,Yellow Zone
17829,FTD,B02871,238.0,3,5,Upper West Side North,Yellow Zone
17830,FTD,B02871,238.0,6,1,Upper West Side North,Yellow Zone
17831,FTD,B02871,239.0,0,3,Upper West Side South,Yellow Zone
17832,FTD,B02871,239.0,1,5,Upper West Side South,Yellow Zone
17833,FTD,B02871,239.0,2,5,Upper West Side South,Yellow Zone
17834,FTD,B02871,239.0,3,1,Upper West Side South,Yellow Zone
17835,FTD,B02871,241.0,0,2,Van Cortlandt Village,Boro Zone
17836,FTD,B02871,241.0,2,1,Van Cortlandt Village,Boro Zone
17837,FTD,B02871,241.0,4,1,Van Cortlandt Village,Boro Zone
17838,FTD,B02871,242.0,1,1,Van Nest/Morris Park,Boro Zone
17839,FTD,B02871,242.0,4,1,Van Nest/Morris Park,Boro Zone
17840,FTD,B02871,242.0,5,1,Van Nest/Morris Park,Boro Zone
17841,FTD,B02871,242.0,6,1,Van Nest/Morris Park,Boro Zone
17842,FTD,B02871,243.0,0,1,Washington Heights North,Boro Zone
17843,FTD,B02871,243.0,1,3,Washington Heights North,Boro Zone
17844,FTD,B02871,243.0,3,5,Washington Heights North,Boro Zone
17845,FTD,B02871,243.0,5,1,Washington Heights North,Boro Zone
17846,FTD,B02871,244.0,1,2,Washington Heights South,Boro Zone
17847,FTD,B02871,244.0,2,6,Washington Heights South,Boro Zone
17848,FTD,B02871,244.0,3,4,Washington Heights South,Boro Zone
17849,FTD,B02871,244.0,4,2,Washington Heights South,Boro Zone
17850,FTD,B02871,246.0,0,4,West Chelsea/Hudson Yards,Yellow Zone
17851,FTD,B02871,246.0,1,5,West Chelsea/Hudson Yards,Yellow Zone
17852,FTD,B02871,246.0,2,9,West Chelsea/Hudson Yards,Yellow Zone
17853,FTD,B02871,246.0,3,5,West Chelsea/Hudson Yards,Yellow Zone
17854,FTD,B02871,246.0,4,2,West Chelsea/Hudson Yards,Yellow Zone
17855,FTD,B02871,246.0,6,1,West Chelsea/Hudson Yards,Yellow Zone
17856,FTD,B02871,247.0,0,1,West Concourse,Boro Zone
17857,FTD,B02871,247.0,2,1,West Concourse,Boro Zone
17858,FTD,B02871,247.0,3,1,West Concourse,Boro Zone
17859,FTD,B02871,248.0,1,1,West Farms/Bronx River,Boro Zone
17860,FTD,B02871,248.0,4,1,West Farms/Bronx River,Boro Zone
17861,FTD,B02871,249.0,0,6,West Village,Yellow Zone
17862,FTD,B02871,249.0,1,14,West Village,Yellow Zone
17863,FTD,B02871,249.0,2,4,West Village,Yellow Zone
17864,FTD,B02871,249.0,3,6,West Village,Yellow Zone
17865,FTD,B02871,249.0,4,2,West Village,Yellow Zone
17866,FTD,B02871,249.0,5,1,West Village,Yellow Zone
17867,FTD,B02871,249.0,6,1,West Village,Yellow Zone
17868,FTD,B02871,250.0,1,1,Westchester Village/Unionport,Boro Zone
17869,FTD,B02871,250.0,6,1,Westchester Village/Unionport,Boro Zone
17870,FTD,B02871,252.0,1,2,Whitestone,Boro Zone
17871,FTD,B02871,252.0,3,1,Whitestone,Boro Zone
17872,FTD,B02871,254.0,4,1,Williamsbridge/Olinville,Boro Zone
17873,FTD,B02871,255.0,0,9,Williamsburg (North Side),Boro Zone
17874,FTD,B02871,255.0,1,12,Williamsburg (North Side),Boro Zone
17875,FTD,B02871,255.0,2,10,Williamsburg (North Side),Boro Zone
17876,FTD,B02871,255.0,3,8,Williamsburg (North Side),Boro Zone
17877,FTD,B02871,255.0,4,8,Williamsburg (North Side),Boro Zone
17878,FTD,B02871,255.0,5,3,Williamsburg (North Side),Boro Zone
17879,FTD,B02871,255.0,6,1,Williamsburg (North Side),Boro Zone
17880,FTD,B02871,256.0,0,8,Williamsburg (South Side),Boro Zone
17881,FTD,B02871,256.0,1,7,Williamsburg (South Side),Boro Zone
17882,FTD,B02871,256.0,2,6,Williamsburg (South Side),Boro Zone
17883,FTD,B02871,256.0,3,10,Williamsburg (South Side),Boro Zone
17884,FTD,B02871,256.0,4,4,Williamsburg (South Side),Boro Zone
17885,FTD,B02871,256.0,5,1,Williamsburg (South Side),Boro Zone
17886,FTD,B02871,256.0,6,1,Williamsburg (South Side),Boro Zone
17887,FTD,B02871,257.0,0,1,Windsor Terrace,Boro Zone
17888,FTD,B02871,257.0,2,2,Windsor Terrace,Boro Zone
17889,FTD,B02871,257.0,3,1,Windsor Terrace,Boro Zone
17890,FTD,B02871,257.0,6,1,Windsor Terrace,Boro Zone
17891,FTD,B02871,258.0,2,1,Woodhaven,Boro Zone
17892,FTD,B02871,258.0,3,5,Woodhaven,Boro Zone
17893,FTD,B02871,258.0,4,1,Woodhaven,Boro Zone
17894,FTD,B02871,259.0,2,1,Woodlawn/Wakefield,Boro Zone
17895,FTD,B02871,260.0,2,2,Woodside,Boro Zone
17896,FTD,B02871,260.0,3,2,Woodside,Boro Zone
17897,FTD,B02871,260.0,4,2,Woodside,Boro Zone
17898,FTD,B02871,261.0,2,2,World Trade Center,Yellow Zone
17899,FTD,B02871,261.0,3,1,World Trade Center,Yellow Zone
17900,FTD,B02871,261.0,4,1,World Trade Center,Yellow Zone
17901,FTD,B02871,262.0,0,1,Yorkville East,Yellow Zone
17902,FTD,B02871,262.0,2,3,Yorkville East,Yellow Zone
17903,FTD,B02871,262.0,3,1,Yorkville East,Yellow Zone
17904,FTD,B02871,263.0,0,7,Yorkville West,Yellow Zone
17905,FTD,B02871,263.0,1,7,Yorkville West,Yellow Zone
17906,FTD,B02871,263.0,2,9,Yorkville West,Yellow Zone
17907,FTD,B02871,263.0,3,1,Yorkville West,Yellow Zone
17908,FTD,B02871,263.0,6,1,Yorkville West,Yellow Zone
17909,FTD,B02871,265.0,0,2,,
17910,FTD,B02871,265.0,2,2,,
17911,FTD,B02871,265.0,3,1,,
17912,FTD,B02872,3.0,0,1,Allerton/Pelham Gardens,Boro Zone
17913,FTD,B02872,3.0,1,1,Allerton/Pelham Gardens,Boro Zone
17914,FTD,B02872,4.0,0,1,Alphabet City,Yellow Zone
17915,FTD,B02872,4.0,1,3,Alphabet City,Yellow Zone
17916,FTD,B02872,4.0,2,2,Alphabet City,Yellow Zone
17917,FTD,B02872,4.0,3,3,Alphabet City,Yellow Zone
17918,FTD,B02872,4.0,4,1,Alphabet City,Yellow Zone
17919,FTD,B02872,6.0,3,1,Arrochar/Fort Wadsworth,Boro Zone
17920,FTD,B02872,7.0,0,2,Astoria,Boro Zone
17921,FTD,B02872,7.0,1,12,Astoria,Boro Zone
17922,FTD,B02872,7.0,2,4,Astoria,Boro Zone
17923,FTD,B02872,7.0,3,7,Astoria,Boro Zone
17924,FTD,B02872,7.0,4,4,Astoria,Boro Zone
17925,FTD,B02872,7.0,5,2,Astoria,Boro Zone
17926,FTD,B02872,10.0,1,1,Baisley Park,Boro Zone
17927,FTD,B02872,10.0,3,1,Baisley Park,Boro Zone
17928,FTD,B02872,10.0,4,1,Baisley Park,Boro Zone
17929,FTD,B02872,11.0,1,1,Bath Beach,Boro Zone
17930,FTD,B02872,13.0,0,1,Battery Park City,Yellow Zone
17931,FTD,B02872,13.0,1,3,Battery Park City,Yellow Zone
17932,FTD,B02872,13.0,2,1,Battery Park City,Yellow Zone
17933,FTD,B02872,13.0,3,1,Battery Park City,Yellow Zone
17934,FTD,B02872,14.0,1,1,Bay Ridge,Boro Zone
17935,FTD,B02872,14.0,2,3,Bay Ridge,Boro Zone
17936,FTD,B02872,14.0,3,2,Bay Ridge,Boro Zone
17937,FTD,B02872,14.0,4,1,Bay Ridge,Boro Zone
17938,FTD,B02872,14.0,6,1,Bay Ridge,Boro Zone
17939,FTD,B02872,15.0,2,1,Bay Terrace/Fort Totten,Boro Zone
17940,FTD,B02872,15.0,3,1,Bay Terrace/Fort Totten,Boro Zone
17941,FTD,B02872,16.0,0,1,Bayside,Boro Zone
17942,FTD,B02872,16.0,1,3,Bayside,Boro Zone
17943,FTD,B02872,16.0,2,2,Bayside,Boro Zone
17944,FTD,B02872,16.0,3,2,Bayside,Boro Zone
